Unnamed: 0,ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
7500,tt10569236,Darling,2014,0.0,0.0,0.0,-,kannada
7501,tt0154702,Kahin Aur Chal,1968,0.0,6.9,14.0,Drama            ,hindi
7502,tt14230384,Maa kay Aanso,1963,0.0,0.0,0.0,-,urdu
7503,tt7509020,Nimir,2018,130.0,6.3,351.0,"Comedy, Drama            ",tamil
7504,tt0236711,Savitri,1961,0.0,0.0,0.0,-,hindi
7505,tt0259170,Abdullah,1980,136.0,6.4,188.0,"Action, Drama, Romance            ",hindi
7506,tt0408557,"Bazaar: Market of Love, Lust and Desire",2004,0.0,6.2,14.0,Drama            ,hindi
7507,tt8427168,Finally Bhalobasha,2019,114.0,6.7,160.0,"Drama, Romance            ",bengali
7508,tt1031256,Mission 90 Days,2007,0.0,6.3,255.0,"Action, Crime, History            ",malayalam
7509,tt2676928,Lohe Ke Haath,1990,127.0,0.0,0.0,Action            ,hindi
7510,tt8448536,Mujhe Amreeka Jana Hai,2018,0.0,0.0,0.0,"Short, Thriller            ",urdu
7511,tt3397876,Banjir kemarau,2010,184.0,0.0,0.0,Drama            ,hindi
7512,tt0149814,Be-Imaan,1972,133.0,6.9,74.0,"Drama, Family            ",hindi
7513,tt14222454,Pehli Si Muhabbat,2021,0.0,8.4,25.0,Romance            ,urdu
7514,tt4771812,M.L.A. Fatakesto,2006,160.0,6.4,167.0,"Action, Drama, Musical            ",bengali
7515,tt1356931,Satyam Shivam Sundaram,1987,134.0,6.0,6.0,-,kannada
7516,tt0377450,Banno,1987,0.0,0.0,0.0,-,hindi
7517,tt14017822,The Right Click,2021,0.0,0.0,0.0,"Comedy, Romance            ",hindi
7518,tt1207696,Jeedar,1981,0.0,0.0,0.0,-,punjabi
7519,tt14111296,Sunbaichi Punayayi,1995,0.0,0.0,0.0,Family            ,marathi
7520,tt12048360,Murattu Kaalai,2012,136.0,6.8,8.0,Drama            ,tamil
7521,tt5296952,Idhaya Kamalam,1965,0.0,0.0,0.0,Drama            ,tamil
7522,tt13071132,Thirudu Pogatha Manasu,2014,147.0,0.0,0.0,Drama            ,tamil
7523,-,Mahavir Karna,2018,0.0,0.0,0.0,"Action, Adventure, War            ",telugu
7524,tt7888638,Honey and Royal Jelly,2018,0.0,0.0,0.0,"Short, Sci-Fi            ",malayalam
7525,tt4339076,Raa Raa,2011,0.0,0.0,0.0,"Comedy, Romance            ",tamil
7526,tt1539331,The White Elephant,2009,115.0,5.3,15.0,Mystery            ,hindi
7527,tt0262646,Nene Raju Nene Manthri,1987,0.0,7.9,60.0,-,telugu
7528,tt4677786,Gudia,1968,0.0,0.0,0.0,Romance            ,hindi
7529,tt0328503,Taj Mahal: An Eternal Love Story,2005,164.0,5.1,158.0,"Drama, History, Musical            ",hindi
7530,tt3424826,Dheiva Vamsam,1973,0.0,0.0,0.0,-,tamil
7531,tt10994992, Black Narcissus,2020,55.0,6.6,137.0,Drama            ,nepali
7532,tt8076978,Pattaya Kelappanum Pandiya,2014,0.0,0.0,0.0,Comedy            ,tamil
7533,tt0282736,Mera Naam Joker,2000,0.0,6.3,11.0,Comedy            ,malayalam
7534,tt10225092,Super Duper,2019,118.0,6.2,221.0,"Comedy, Thriller            ",tamil
7535,tt6040012,MSG the Warrior: Lion Heart,2016,120.0,6.7,7351.0,"Action, Adventure, Fantasy            ",hindi
7536,tt1606289,Mayajalam,2006,0.0,5.7,31.0,Drama            ,telugu
7537,-,Kaathu Vaakula Rendu Kaadhal,2018,0.0,0.0,0.0,"Comedy, Drama, Romance            ",tamil
7538,tt10066462,JJ Colony,2007,0.0,0.0,0.0,"Action, Drama            ",tamil
7539,tt7247282,Manya Sajjana,2008,121.0,0.0,0.0,Comedy            ,marathi
7540,tt8834430,Dahan,2018,128.0,7.6,500.0,Drama            ,bengali
7541,tt4780100,Ohla,1988,0.0,0.0,0.0,Drama            ,punjabi
7542,tt13797688,Sindhamal Sitharamal,2003,0.0,0.0,0.0,Drama            ,tamil
7543,tt11651520,Raja Vamsha,2020,0.0,0.0,0.0,Drama            ,kannada
7544,tt0255300,Kasula Peru,1937,0.0,0.0,0.0,-,telugu
7545,tt1579996,Oorantha Goolanta,1989,0.0,0.0,0.0,Comedy            ,telugu
7546,tt0238239,Galli Te Dilli,1982,0.0,7.4,5.0,-,marathi
7547,tt5684560,Ranathanthra,2016,141.0,0.0,0.0,"Action, Romance, Thriller            ",kannada
7548,tt0907106,Aadi,2002,157.0,7.3,1204.0,"Action, Drama, Romance            ",telugu
7549,tt0231428,Datta,1976,0.0,8.4,30.0,Drama            ,bengali
7550,tt7169448,Scene's of Tomorrow,2013,0.0,0.0,0.0,"Short, Drama            ",malayalam
7551,tt7683264,6 Viralukal,2017,112.0,0.0,0.0,Drama            ,malayalam
7552,tt0249871,Pelli Sandadi,1996,0.0,7.2,101.0,"Musical, Romance            ",telugu
7553,tt0140448,Pathinaru Vayathinile,1977,139.0,8.0,985.0,"Drama, Romance            ",tamil
7554,tt1668078,Daayen Ya Baayen,2010,115.0,6.2,145.0,"Comedy, Drama, Family            ",hindi
7555,tt1754394,Ragada,2010,146.0,6.0,864.0,"Action, Comedy            ",telugu
7556,tt1422726,Prema Matsara,1982,0.0,0.0,0.0,-,kannada
7557,tt0287593,Nimajjanam,1976,0.0,6.4,7.0,Drama            ,telugu
7558,tt4844720,Bhay,2018,124.0,4.3,11.0,Thriller            ,marathi
7559,tt12944558,Shiza Naseem: Tanhai,2018,4.0,0.0,0.0,"Short, Music            ",urdu
7560,tt0261905,Pona Machan Thirumbi Vandhan,1954,0.0,0.0,0.0,-,tamil
7561,tt0254481,Koi... Mil Gaya,2003,171.0,7.1,21553.0,"Action, Drama, Romance            ",hindi
7562,tt0398671,Alibaba and 40 Thieves,1954,145.0,6.2,46.0,"Action, Adventure, Drama            ",hindi
7563,tt0277771,Kadavul Amaitha Medai,1979,0.0,0.0,0.0,-,tamil
7564,tt3316090,Solvathellam Unmai,1987,0.0,0.0,0.0,-,tamil
7565,tt0138411,Dushmun,1971,177.0,7.0,191.0,Drama            ,hindi
7566,tt7582296,Biharism,2013,0.0,0.0,0.0,Drama            ,hindi
7567,tt6915194,Dillunnodu,2014,103.0,3.3,23.0,-,telugu
7568,tt0057935,Charulata,1964,117.0,8.3,5245.0,"Drama, Romance            ",bengali
7569,tt1611103,Lakhpati,1958,0.0,0.0,0.0,Drama            ,urdu
7570,tt5143450,Jagat,2015,120.0,6.9,145.0,"Crime, Drama, Family            ",tamil
7571,tt0379367,Mansarovar,1946,0.0,0.0,0.0,-,hindi
7572,tt7533410,Oru Pakka Kathai,2020,124.0,7.0,319.0,"Comedy, Romance            ",tamil
7573,tt13413310,Anaamika,2021,0.0,0.0,0.0,Horror            ,hindi
7574,tt2437226,Sabse Badhkar Hum,2002,0.0,2.7,18.0,Action            ,hindi
7575,tt0362325,Yehmi Duniya,1934,0.0,0.0,0.0,-,hindi
7576,tt0175874,Maa Aur Mamta,1970,148.0,7.3,21.0,Drama            ,hindi
7577,tt6533648,Un intouchable parmi les morts,2017,32.0,0.0,0.0,"Documentary, Short            ",urdu
7578,tt6703782,Chitrangada,2017,145.0,3.7,39.0,Thriller            ,telugu
7579,tt0352135,Aarundivide Chodikkan,1986,0.0,0.0,0.0,-,malayalam
7580,tt0317152,Bhakta Potana,1966,0.0,7.0,5.0,"Drama, History, Musical            ",telugu
7581,tt10257110,Manaroopa,2019,124.0,6.2,60.0,"Adventure, Crime, Family            ",kannada
7582,-,Doodi,2018,122.0,0.0,0.0,Drama            ,tamil
7583,tt0215045,Pavathin Sambalam,1978,0.0,5.6,9.0,-,tamil
7584,tt13801792,Vadakku Vaasal,2003,105.0,0.0,0.0,Drama            ,tamil
7585,tt7088064,Garjanai,2019,0.0,0.0,0.0,Thriller            ,tamil
7586,tt0841134,Naughty Boy,2006,0.0,3.8,56.0,Comedy            ,hindi
7587,tt2943026,25 Lakhs,2012,0.0,6.4,13.0,"Short, Action, Thriller            ",malayalam
7588,tt1809399,Utt Pataang,2011,120.0,6.0,303.0,"Comedy, Drama            ",hindi
7589,tt10196316,Simmarasi,1998,162.0,5.2,11.0,Drama            ,tamil
7590,tt0155483,Alif Laila,1933,0.0,7.2,37.0,Fantasy            ,hindi
7591,tt13792570,Ishq e Mamnu (Forbidden Love),2020,15.0,0.0,0.0,"Short, Romance            ",urdu
7592,tt10827342,Bindhass Jeevan,2018,0.0,0.0,0.0,Drama            ,marathi
7593,tt14091288,Two Zero One Four,2014,10.0,0.0,0.0,"Short, Comedy            ",malayalam
7594,tt3851764,Premras,2001,0.0,0.0,0.0,Romance            ,hindi
7595,tt0279497,Vali Sugriva,1950,183.0,0.0,0.0,"Drama, Musical            ",telugu
7596,tt0240239,Zaat-e-Sharif,1936,0.0,0.0,0.0,-,hindi
7597,tt0267922,Sham Savera,1946,0.0,0.0,0.0,-,hindi
7598,tt7345918,Darpana,2017,165.0,7.6,34.0,Sci-Fi            ,kannada
7599,tt0354416,Bhola Bhala,1978,0.0,6.3,28.0,"Action, Crime, Drama            ",hindi
7600,tt13311146,Dial 1091,2014,109.0,0.0,0.0,Drama            ,malayalam
7601,tt3881136,Life Is Beautiful,2014,116.0,5.4,45.0,"Comedy, Romance            ",hindi
7602,tt3099402,Bidalare Endu Ninna,2013,0.0,0.0,0.0,Horror            ,kannada
7603,tt12145866,Oridathoru Rajakumari,2019,22.0,0.0,0.0,Drama            ,malayalam
7604,tt6536178,Vayasu Pasanga,2004,132.0,4.4,5.0,Drama            ,tamil
7605,tt0386221,Mehndi,2003,480.0,7.8,130.0,Drama            ,urdu
7606,-,Dastaar: Symbol of Dignity,2022,0.0,0.0,0.0,Family            ,punjabi
7607,tt5075764,5 Cents & the Boyz,2015,0.0,0.0,0.0,"Comedy, Crime            ",urdu
7608,tt0186904,Buripalem Bullodu,1979,0.0,5.1,9.0,-,telugu
7609,tt12675434,Rajavin Paarvai,1990,0.0,0.0,0.0,-,tamil
7610,tt11754484, BOL Champions,2019,0.0,0.0,0.0,Reality-TV            ,urdu
7611,tt6758006,Ninaikkatha Naalillai,2001,0.0,0.0,0.0,Drama            ,tamil
7612,tt0306645,Chinna Thambi,1991,144.0,6.6,184.0,"Drama, Romance            ",tamil
7613,tt2325957,Senathipati,1996,0.0,5.9,18.0,-,tamil
7614,tt11242846,Challenge,2017,161.0,0.0,0.0,Drama            ,bhojpuri
7615,tt0317817,Kattu Marakkaaran,1995,0.0,0.0,0.0,-,tamil
7616,tt2215348,Best of Luck,2013,133.0,5.6,358.0,"Action, Comedy            ",punjabi
7617,tt0243103,Aaj Ke Shahenshah,1990,132.0,3.3,13.0,Action            ,hindi
7618,tt8308556,Gavthi,2018,152.0,7.4,28.0,Drama            ,marathi
7619,tt6131642,Shah Ji,1954,0.0,0.0,0.0,Drama            ,punjabi
7620,tt1583266,Hero,2008,0.0,3.3,53.0,Romance            ,telugu
7621,tt0263202,Chitti Chellelu,1970,169.0,7.4,10.0,Drama            ,telugu
7622,tt9293524,Dada Is Back,2017,98.0,0.0,0.0,Action            ,kannada
7623,tt14490204,Gimbago the Dark Knight,2017,0.0,0.0,0.0,Horror            ,hindi
7624,tt1579585,Jayeebhava,2009,0.0,5.0,41.0,Action            ,telugu
7625,tt0230418,Kiti Hasaal,1942,0.0,0.0,0.0,-,marathi
7626,tt5316282,Sama,1997,0.0,0.0,0.0,Drama            ,hindi
7627,tt0387589,Sher Dil,1965,0.0,0.0,0.0,Action            ,hindi
7628,tt0154322,Chingari,1940,0.0,0.0,0.0,-,hindi
7629,tt0278712,Shubha Yathra,1990,120.0,6.7,69.0,"Drama, Romance            ",malayalam
7630,tt0315462,Dard (Conflict of Emotions),1981,0.0,7.1,62.0,"Drama, Crime, Family            ",hindi
7631,tt0390211,Mannathi Mannan,1960,0.0,6.6,16.0,-,tamil
7632,tt0246149,Pelletoori Monagadu,1983,122.0,5.6,10.0,"Action, Romance, Drama            ",telugu
7633,tt0470192,Aham Premasmi,2005,0.0,5.8,48.0,Romance            ,kannada
7634,tt6028966, Coke Studio,2008,0.0,9.5,6.0,Music            ,oriya
7635,tt3810012,Socha Na Tha,2014,70.0,6.9,24.0,Drama            ,urdu
7636,tt3344918,Udaanchoo,1976,0.0,0.0,0.0,Comedy            ,hindi
7637,tt3854044,Aakramana,2014,0.0,5.9,11.0,"Horror, Thriller            ",kannada
7638,tt2148931,Do Guru,1982,0.0,0.0,0.0,Action            ,hindi
7639,tt0053954,Irumputhirai,1960,113.0,6.3,13.0,Drama            ,tamil
7640,-,The Immortal President,2021,0.0,0.0,0.0,"Biography, Drama            ",tamil
7641,tt14230612,Prem Leela,2012,0.0,0.0,0.0,Drama            ,bengali
7642,tt0143202,Dahan,1998,145.0,7.4,277.0,Drama            ,hindi
7643,tt9476800,Muqadma,1946,0.0,0.0,0.0,Crime            ,hindi
7644,tt3918808,Deya Neya,1963,107.0,8.0,288.0,Drama            ,bengali
7645,tt0482961,The Speed Track,2007,0.0,5.3,206.0,"Action, Comedy, Romance            ",malayalam
7646,tt13219198,Akatho Puratho,2017,0.0,0.0,0.0,Drama            ,malayalam
7647,tt2633742,Devki,2001,139.0,4.6,11.0,Drama            ,marathi
7648,tt0269273,Ghar Ek Mandir,1988,155.0,0.0,0.0,Drama            ,hindi
7649,tt0433119,Vali-E-Azam,1987,0.0,0.0,0.0,-,hindi
7650,tt1582520,Kancha-Mithey,1957,0.0,0.0,0.0,Drama            ,bengali
7651,tt0232264,Pandu Hawaldar,1975,143.0,8.0,45.0,"Comedy, Drama            ",marathi
7652,tt13735360,Talsamayam,2020,0.0,0.0,0.0,"Short, Drama            ",malayalam
7653,-,Mission Saipal,2018,0.0,0.0,0.0,"Documentary, Drama            ",nepali
7654,-,Dharmajuddha,2021,0.0,0.0,0.0,Thriller            ,bengali
7655,tt0253629,Sandehi,1954,0.0,0.0,0.0,-,malayalam
7656,tt1593710,Khela Bhangar Khela,1957,0.0,0.0,0.0,Drama            ,bengali
7657,tt2631098,Nee Ko Nja Cha,2013,113.0,4.3,157.0,"Comedy, Romance            ",malayalam
7658,tt14217296,Chan Jee,1968,0.0,0.0,0.0,-,punjabi
7659,tt11991560,Parimala Lodge,2020,0.0,0.0,0.0,Drama            ,kannada
7660,tt0304286,Khandan,2002,0.0,8.6,8.0,-,nepali
7661,tt3300148,Sahara Pookkal,2012,110.0,0.0,0.0,Romance            ,tamil
7662,tt0134838,Nadaan,1951,0.0,6.9,12.0,Romance            ,hindi
7663,tt8841386,Srimathi Priyanka,1994,140.0,0.0,0.0,Drama            ,telugu
7664,tt0238163,Dhakti Jaao,1958,0.0,0.0,0.0,-,marathi
7665,tt10662184,Furrr Chidiya Udd,2020,0.0,0.0,0.0,Comedy            ,hindi
7666,tt0259607,Tahsildar,1944,0.0,0.0,0.0,Drama            ,telugu
7667,tt0206136,Mera Yaar Mera Dushman,1969,0.0,0.0,0.0,"Action, Drama, Family            ",hindi
7668,tt0332635,Greeshma Jwala,1981,0.0,0.0,0.0,-,malayalam
7669,tt12816944,L2R,2020,8.0,0.0,0.0,"Short, Drama, Horror            ",malayalam
7670,tt7158486,Sarbari,2003,126.0,0.0,0.0,Drama            ,bengali
7671,tt1211941,Smuggler,1980,0.0,0.0,0.0,-,urdu
7672,tt14210760,Ashwatthama,2017,120.0,0.0,0.0,Fantasy            ,hindi
7673,tt4709534,Raja Beta,1958,0.0,0.0,0.0,Drama            ,hindi
7674,-,Mahaveeryar,2021,0.0,0.0,0.0,Action            ,malayalam
7675,tt14325642,Jatt Majhay Da,1988,0.0,0.0,0.0,-,punjabi
7676,tt0437349,Namaste: Say Hello to... Love,2002,0.0,0.0,0.0,-,gujarati
7677,tt0293645,Ther Thiruvizha,1968,163.0,6.2,13.0,-,tamil
7678,tt0318609,Raja Mudra,1995,0.0,0.0,0.0,-,telugu
7679,tt0061370,Aurat,1967,149.0,7.3,58.0,"Comedy, Drama            ",urdu
7680,tt0260416,Talli Tandrulu,1991,128.0,6.5,34.0,"Drama, Romance            ",telugu
7681,tt0320730,Vezhambal,2001,0.0,0.0,0.0,-,malayalam
7682,tt3198468,North 24 Kaatham,2013,125.0,7.6,2304.0,"Adventure, Comedy, Drama            ",malayalam
7683,tt3807734,Bholi Bhali Ladki,2001,121.0,0.0,0.0,"Drama, Thriller            ",hindi
7684,tt0246259,Sumati,1942,0.0,0.0,0.0,Drama            ,telugu
7685,tt3659580,Silent Colours,2011,32.0,0.0,0.0,"Short, Drama            ",malayalam
7686,tt4135336, Humsafar,20112012,40.0,8.7,23.0,"Drama, Romance            ",oriya
7687,tt0176313,Vallah Kya Baat Hai,1962,135.0,7.0,35.0,"Action, Crime, Drama            ",punjabi
7688,tt8400716,Contessa,2018,119.0,5.4,25.0,"Action, Thriller            ",malayalam
7689,tt0422908,Pammal K. Sambandam,2002,155.0,7.1,1389.0,Comedy            ,telugu
7690,tt6585838,Abhimanyu,2006,135.0,5.3,15.0,"Action, Drama, Romance            ",bengali
7691,tt1616085,Aaptharakshaka,2010,130.0,6.7,283.0,"Horror, Mystery            ",kannada
7692,tt13919780,Anbu,2003,140.0,0.0,0.0,Drama            ,tamil
7693,tt0242307,Bedard Zamana Kya Jane,1959,0.0,6.1,7.0,"Crime, Drama, Family            ",hindi
7694,tt3455786,Prem Daan,1992,0.0,8.6,12.0,Romance            ,hindi
7695,tt0483980,Chukkallo Chandrudu,2006,146.0,5.5,272.0,Drama            ,telugu
7696,tt4019648,Dui Duna Pannch,2012,130.0,0.0,0.0,Comedy            ,nepali
7697,tt0887769,Kerala Varma Pazhassi Raja,2009,195.0,7.6,2612.0,"Action, Biography, Drama            ",malayalam
7698,tt0353413,Ente Sreekuttikku,1993,0.0,5.1,8.0,-,malayalam
7699,tt0093293,Jalwa,1987,134.0,6.7,145.0,"Action, Thriller            ",hindi
7700,tt3429830,Bhakti Mein Bhagwan,1975,0.0,0.0,0.0,Drama            ,hindi
7701,tt14325202,Waryaam,1981,0.0,0.0,0.0,-,punjabi
7702,tt3693976,Sugar Salt Ani Prem,2015,128.0,6.1,25.0,Drama            ,marathi
7703,tt8011712,The Past,2018,120.0,3.4,158.0,"Drama, Horror            ",hindi
7704,tt9680602,Kothaga Maa Prayanam,2019,136.0,6.5,16.0,"Comedy, Drama, Romance            ",telugu
7705,tt1582641,Jhummandi Naadam,2010,145.0,5.2,1100.0,Drama            ,telugu
7706,tt0292192,Ponnu Veetukkaran,1999,0.0,5.8,31.0,-,tamil
7707,tt3967964,Angoori,2003,0.0,0.0,0.0,Thriller            ,hindi
7708,tt6428310,Gopon Kotha,1978,0.0,0.0,0.0,Drama            ,bengali
7709,tt5499620,Pitch Dhala Path,1968,0.0,8.7,12.0,Drama            ,bengali
7710,tt7004266,Tumi Sudhu Amar,2018,0.0,7.8,5.0,-,bengali
7711,tt0242300,Banglar Meye,1941,0.0,0.0,0.0,Drama            ,bengali
7712,tt0321670,Chitrathunukal,2001,0.0,0.0,0.0,-,malayalam
7713,tt0238540,Punvechi Raat,1955,0.0,0.0,0.0,-,marathi
7714,tt0485183,Alli Arjuna,2002,148.0,3.6,63.0,Romance            ,tamil
7715,tt0423100,Rukhsat,1988,0.0,7.3,43.0,Romance            ,hindi
7716,tt5335128,Kali,2016,115.0,6.9,3467.0,"Action, Thriller            ",malayalam
7717,tt2357277,Rab Kolon Darr Sajna,1995,146.0,0.0,0.0,Drama            ,punjabi
7718,tt2635638,Gharabaher,1999,144.0,5.3,9.0,Drama            ,marathi
7719,tt2861320,Policegiri,2013,141.0,4.1,1366.0,"Action, Comedy, Crime            ",hindi
7720,tt2792440,Uma,2013,140.0,8.0,26.0,Drama            ,nepali
7721,tt7963920,Be-Raham,1985,0.0,0.0,0.0,Fantasy            ,bengali
7722,tt4454784,Teen Taal,2016,120.0,7.5,27.0,Drama            ,hindi
7723,tt0373427,Vetri,1984,135.0,7.4,45.0,"Musical, Thriller            ",tamil
7724,tt10127800,Anyay Abichar,1985,125.0,0.0,0.0,Action            ,hindi
7725,tt0155179,Sindbad Alibaba and Aladdin,1965,0.0,3.7,7.0,"Adventure, Fantasy, Musical            ",hindi
7726,tt1285146,Vijaya Dasami,2007,0.0,5.9,12.0,Action            ,telugu
7727,tt0155143,Sarala,1936,157.0,6.4,9.0,-,hindi
7728,-,"LSD: Love, Sex Aur Dhokha 2",2018,0.0,0.0,0.0,"Comedy, Crime, Drama            ",hindi
7729,-,Love Lock,2021,0.0,0.0,0.0,Thriller            ,tamil
7730,tt3488032,Suvadugal,2013,0.0,0.0,0.0,-,tamil
7731,tt8793514,Pasupu Parani,1980,124.0,0.0,0.0,Drama            ,telugu
7732,tt9476360,Phaansi,1943,0.0,0.0,0.0,Crime            ,hindi
7733,tt0989725,Undertrial,2007,142.0,6.6,238.0,"Crime, Drama            ",hindi
7734,tt0333248,Chuvanna Pushpam,1982,0.0,0.0,0.0,-,malayalam
7735,tt7033736,Kaun Pardesi,1947,0.0,0.0,0.0,Adventure            ,hindi
7736,tt11155460,Dithee,2019,89.0,7.4,10.0,Drama            ,marathi
7737,tt0323163,Malayur Mambattiyaan,1983,107.0,5.8,9.0,"Action, Romance, Thriller            ",tamil
7738,tt6516826,Hemanter Pakhi,2001,121.0,6.9,8.0,Drama            ,bengali
7739,tt5523174,Pichaikkaran,2016,130.0,7.6,1613.0,"Action, Drama, Thriller            ",tamil
7740,tt0278391,Cheriya Lokavum Valiya Manushyarum,1990,0.0,6.5,51.0,Comedy            ,malayalam
7741,tt8747660,lakshmi nivasam,1968,151.0,0.0,0.0,Drama            ,telugu
7742,tt14072100,Mee Aani U,2013,116.0,0.0,0.0,Drama            ,marathi
7743,tt0250460,Kappalottiya Thamizhan,1961,197.0,7.4,84.0,"Biography, Drama, History            ",tamil
7744,tt0409516,Yuga Karthulu,1987,97.0,0.0,0.0,-,telugu
7745,tt2102353,Kohi Mero,2010,126.0,7.1,15.0,Romance            ,nepali
7746,tt14344820,Annapurna,1964,0.0,0.0,0.0,Drama            ,marathi
7747,tt3636776,Samrat & Co.,2014,125.0,6.2,1208.0,"Mystery, Thriller            ",hindi
7748,tt2378008,Agnidivya,2009,131.0,0.0,0.0,Drama            ,marathi
7749,tt0106655,Damini,1993,175.0,7.8,3116.0,"Crime, Drama            ",hindi
7750,tt0271849,Udyanapalakan,1996,142.0,6.7,76.0,"Drama, Romance            ",malayalam
7751,-,The Darkness,2018,90.0,0.0,0.0,Horror            ,hindi
7752,tt8016640,French Viplavam,2018,130.0,4.8,11.0,Comedy            ,malayalam
7753,tt3921344,Vondo,1998,157.0,7.6,53.0,"Action, Comedy            ",bengali
7754,tt13970338,Vajra,2018,90.0,0.0,0.0,Drama            ,kannada
7755,tt4231836,Pocket Gangsters,2015,110.0,6.5,13.0,"Romance, Thriller            ",hindi
7756,tt2359290,Sudigaadu,2012,140.0,5.9,310.0,"Action, Comedy            ",telugu
7757,tt4459154,Chapekar Brothers,2016,0.0,6.6,17.0,History            ,hindi
7758,tt0215563,Bhuli Nai,1948,157.0,0.0,0.0,Drama            ,bengali
7759,tt14188874,Prem Kahani,2009,0.0,0.0,0.0,Drama            ,kannada
7760,tt0239682,Muqaddar Ka Faisla,1987,171.0,4.7,47.0,"Action, Comedy, Drama            ",hindi
7761,tt3430058,Tarzan Ki Mehbooba,1966,0.0,0.0,0.0,Action            ,hindi
7762,tt0261272,Shantinivasam,1960,0.0,5.2,17.0,Drama            ,telugu
7763,tt14097538,Arya's Love,2013,125.0,0.0,0.0,Drama            ,kannada
7764,tt5483416,Ondho Bishwas,1992,122.0,6.4,5.0,Drama            ,bengali
7765,tt2275521,Arakshaka,2012,0.0,7.0,51.0,Mystery            ,kannada
7766,tt1356900,December 31st,1988,0.0,6.6,5.0,-,kannada
7767,tt4746132,Aakaxok Subo Khojo,2015,5.0,0.0,0.0,"Short, Music            ",assamese
7768,tt1369566,Rub Di Shaan,1970,0.0,0.0,0.0,-,punjabi
7769,tt13569460,Beero Bhat Bharan Ne Aayo,2019,0.0,0.0,0.0,Family            ,rajastani
7770,tt3780532,Bhadaas,2013,89.0,2.4,25.0,Thriller            ,hindi
7771,tt0320717,Veetila Raaman Veliyila Krishnan,1983,137.0,0.0,0.0,-,tamil
7772,tt13011806,Kartavya,2010,0.0,0.0,0.0,Family            ,nepali
7773,tt0350510,Alayam,1980,0.0,0.0,0.0,-,telugu
7774,tt0415768,Dus,2005,152.0,5.5,3154.0,"Action, Crime, Drama            ",hindi
7775,tt2355773,Paradh,2010,120.0,6.8,36.0,Drama            ,marathi
7776,tt12881368,Dhani,1996,132.0,0.0,0.0,Drama            ,kannada
7777,tt8364998,Kicchu,2018,129.0,0.0,0.0,Action            ,kannada
7778,tt1510674,Baghavat,1971,0.0,0.0,0.0,-,telugu
7779,tt0455309,Aaru,2005,168.0,5.7,1260.0,"Action, Thriller            ",tamil
7780,-,Kolachi,2018,0.0,0.0,0.0,Sci-Fi            ,urdu
7781,-,Draupadi the Horror Night,2021,0.0,0.0,0.0,Horror            ,bengali
7782,tt12587636,Aleya,2018,104.0,6.1,8.0,Drama            ,bengali
7783,tt8811942,Prema Paga,1978,150.0,0.0,0.0,Drama            ,telugu
7784,tt0292260,Sughamodevi,1986,0.0,6.9,193.0,"Musical, Comedy, Drama            ",malayalam
7785,tt10570054,Shepherds from Hell,2020,169.0,6.9,14.0,Thriller            ,malayalam
7786,tt0279309,Pancha Thanthram,1974,141.0,6.4,16.0,"Action, Drama, Fantasy            ",malayalam
7787,tt8046936,No mind,2018,74.0,0.0,0.0,"Drama, Mystery            ",hindi
7788,tt1538313,Janmantar,1959,106.0,0.0,0.0,Drama            ,bengali
7789,tt4556460,Koi Bach Na Payega,2008,0.0,0.0,0.0,Thriller            ,hindi
7790,tt0480701,Mast qalandar,2005,30.0,0.0,0.0,"Documentary, Short            ",urdu
7791,-,Untimely Death,2021,0.0,0.0,0.0,Horror            ,hindi
7792,tt0337578,Baghban,2003,181.0,7.4,15265.0,"Drama, Romance            ",hindi
7793,tt12395840,Walk,2020,100.0,0.0,0.0,Drama            ,hindi
7794,tt0389086,Krishna Sudama,1957,123.0,0.0,0.0,Fantasy            ,hindi
7795,tt1337540,Small Voices,2008,0.0,7.7,9.0,Short            ,oriya
7796,tt9044604,Manidhan Marivittan,1989,127.0,0.0,0.0,Drama            ,tamil
7797,tt4966208,Main Hoon Rangbaaz,2002,0.0,0.0,0.0,Action            ,hindi
7798,tt14295894,Zehreelay,1990,0.0,0.0,0.0,-,urdu
7799,tt0214671,Ennennum Kannettante,1986,0.0,7.6,56.0,"Comedy, Drama, Romance            ",malayalam
7800,tt1867612,Swor-The Melody of Dreams,2011,0.0,7.0,7.0,Musical            ,nepali
7801,tt0246308,Veer Bhaskaradu,1959,0.0,0.0,0.0,-,telugu
7802,tt0238858,Bhaneli Vahu,1948,0.0,0.0,0.0,-,gujarati
7803,tt0178197,Aap Ki Sewa Mein,1946,0.0,0.0,0.0,-,hindi
7804,tt0248343,Radha Krishna,1954,120.0,7.9,7.0,Fantasy            ,hindi
7805,tt0037209,Ramshastri,1944,122.0,6.4,9.0,Drama            ,hindi
7806,tt8130904,The Body,2019,101.0,5.4,2868.0,"Mystery, Thriller            ",hindi
7807,tt7955498,Toran Bandhao Ho Raaj,2003,136.0,0.0,0.0,Drama            ,gujarati
7808,tt4201902,Main Zulm Ko Mita Doongi,2002,0.0,0.0,0.0,Action            ,hindi
7809,tt13086258,Mr. Perfect,2017,132.0,0.0,0.0,Thriller            ,kannada
7810,tt9848948,Like no Other,2020,0.0,0.0,0.0,"Documentary, Short            ",urdu
7811,tt13667252,Pirappu,2007,130.0,0.0,0.0,Drama            ,tamil
7812,tt11230970,Ilu-Ilu,2020,130.0,10.0,5.0,Drama            ,marathi
