date,datetime,cash_type,card,money,coffee_name
2024-07-24,2024-07-24 19:15:05.678,card,205,32.82,Cappuccino
2024-07-24,2024-07-24 19:16:59.779,card,205,32.82,Cappuccino
2024-07-24,2024-07-24 21:17:36.797,card,40,27.92,Americano with Milk
2024-07-24,2024-07-24 21:18:41.294,card,40,23.02,Americano
2024-07-24,2024-07-24 21:25:17.493,card,12,23.02,Americano
2024-07-25,2024-07-25 07:54:47.935,card,12,23.02,Americano
2024-07-25,2024-07-25 08:49:18.428,card,399,32.82,Latte
2024-07-25,2024-07-25 10:29:44.629,card,385,27.92,Americano with Milk
2024-07-25,2024-07-25 11:26:04.701,card,375,23.02,Americano
2024-07-25,2024-07-25 15:25:06.512,card,403,32.82,Cappuccino
2024-07-25,2024-07-25 19:21:00.764,card,257,32.82,Cappuccino
2024-07-25,2024-07-25 21:06:01.272,card,404,23.02,Cortado
2024-07-25,2024-07-25 21:06:50.002,card,404,18.12,Espresso
2024-07-25,2024-07-25 22:38:51.330,card,328,23.02,Cortado
2024-07-25,2024-07-25 22:39:46.790,card,405,32.82,Cocoa
2024-07-26,2024-07-26 08:33:01.273,card,406,32.82,Latte
2024-07-26,2024-07-26 09:19:37.376,card,97,27.92,Americano with Milk
2024-07-26,2024-07-26 09:20:34.344,card,59,18.12,Espresso
2024-07-26,2024-07-26 09:33:11.511,card,407,23.02,Cortado
2024-07-26,2024-07-26 09:34:16.633,card,407,23.02,Cortado
2024-07-26,2024-07-26 09:59:07.867,card,408,32.82,Latte
2024-07-26,2024-07-26 10:00:02.719,card,408,32.82,Latte
2024-07-26,2024-07-26 11:47:13.855,card,385,27.92,Americano with Milk
2024-07-26,2024-07-26 12:07:01.670,card,379,27.92,Americano with Milk
2024-07-26,2024-07-26 12:28:08.044,card,339,32.82,Cappuccino
2024-07-26,2024-07-26 12:29:17.708,card,339,32.82,Cappuccino
2024-07-26,2024-07-26 13:09:56.138,card,409,32.82,Latte
2024-07-26,2024-07-26 17:23:29.347,card,410,23.02,Americano
2024-07-26,2024-07-26 17:58:29.217,card,411,32.82,Cappuccino
2024-07-26,2024-07-26 21:15:09.612,card,9,32.82,Latte
2024-07-26,2024-07-26 22:49:52.318,card,412,27.92,Americano with Milk
2024-07-27,2024-07-27 09:09:16.457,card,97,32.82,Cappuccino
2024-07-27,2024-07-27 11:55:31.381,card,413,27.92,Americano with Milk
2024-07-27,2024-07-27 12:25:10.115,card,59,27.92,Americano with Milk
2024-07-27,2024-07-27 12:26:13.159,card,40,18.12,Espresso
2024-07-27,2024-07-27 12:33:23.070,card,59,27.92,Americano with Milk
2024-07-27,2024-07-27 14:28:41.904,card,225,18.12,Espresso
2024-07-27,2024-07-27 14:51:53.196,card,77,32.82,Latte
2024-07-27,2024-07-27 17:02:33.358,card,414,32.82,Cappuccino
2024-07-27,2024-07-27 17:03:39.112,card,415,32.82,Cappuccino
2024-07-27,2024-07-27 17:09:00.424,card,416,27.92,Americano with Milk
2024-07-27,2024-07-27 17:10:08.074,card,416,27.92,Americano with Milk
2024-07-27,2024-07-27 20:55:20.175,card,9,32.82,Latte
2024-07-27,2024-07-27 22:56:23.915,card,417,32.82,Cappuccino
2024-07-28,2024-07-28 11:07:25.920,card,12,18.12,Espresso
2024-07-28,2024-07-28 14:17:54.205,card,276,27.92,Americano with Milk
2024-07-28,2024-07-28 14:18:52.196,card,276,32.82,Latte
2024-07-29,2024-07-29 08:12:06.406,card,418,32.82,Latte
2024-07-29,2024-07-29 09:04:47.972,card,12,23.02,Americano
2024-07-29,2024-07-29 09:15:46.155,card,97,27.92,Americano with Milk
2024-07-29,2024-07-29 09:19:44.082,card,3,23.02,Americano
2024-07-29,2024-07-29 09:51:24.747,card,419,27.92,Americano with Milk
2024-07-29,2024-07-29 09:58:29.639,card,420,32.82,Cappuccino
2024-07-29,2024-07-29 10:43:43.961,card,421,32.82,Hot Chocolate
2024-07-29,2024-07-29 10:44:55.846,card,421,32.82,Hot Chocolate
2024-07-29,2024-07-29 19:06:31.131,card,422,32.82,Cappuccino
2024-07-29,2024-07-29 19:30:16.319,card,99,23.02,Americano
2024-07-29,2024-07-29 21:57:34.419,card,328,32.82,Cocoa
2024-07-30,2024-07-30 07:41:10.945,card,423,27.92,Americano with Milk
2024-07-30,2024-07-30 08:05:07.216,card,424,23.02,Cortado
2024-07-30,2024-07-30 08:20:51.115,card,425,32.82,Cappuccino
2024-07-30,2024-07-30 09:13:43.217,card,97,27.92,Americano with Milk
2024-07-30,2024-07-30 10:17:11.147,card,141,23.02,Cortado
2024-07-30,2024-07-30 10:19:34.213,card,276,27.92,Americano with Milk
2024-07-30,2024-07-30 10:23:20.120,card,250,32.82,Latte
2024-07-30,2024-07-30 11:12:07.359,card,426,23.02,Americano
2024-07-30,2024-07-30 11:13:16.218,card,426,18.12,Espresso
2024-07-30,2024-07-30 11:14:41.678,card,427,27.92,Americano with Milk
2024-07-30,2024-07-30 11:16:01.630,card,428,27.92,Americano with Milk
2024-07-30,2024-07-30 11:30:34.737,card,429,27.92,Americano with Milk
2024-07-30,2024-07-30 11:31:40.809,card,430,27.92,Americano with Milk
2024-07-30,2024-07-30 12:08:07.508,card,431,32.82,Latte
2024-07-30,2024-07-30 15:16:09.628,card,432,27.92,Americano with Milk
2024-07-30,2024-07-30 16:08:52.876,card,433,23.02,Cortado
2024-07-30,2024-07-30 16:09:43.627,card,433,27.92,Americano with Milk
2024-07-30,2024-07-30 20:24:19.874,card,434,18.12,Espresso
2024-07-30,2024-07-30 20:53:51.866,card,97,27.92,Americano with Milk
2024-07-30,2024-07-30 20:54:46.316,card,97,27.92,Americano with Milk
2024-07-30,2024-07-30 20:57:02.324,card,347,27.92,Americano with Milk
2024-07-30,2024-07-30 21:33:19.198,card,435,32.82,Latte
2024-07-30,2024-07-30 22:15:21.484,card,436,23.02,Americano
2024-07-30,2024-07-30 22:16:19.260,card,436,32.82,Cappuccino
2024-07-31,2024-07-31 07:59:52.098,card,423,27.92,Americano with Milk
2024-07-31,2024-07-31 08:37:41.943,card,437,27.92,Americano with Milk
2024-07-31,2024-07-31 08:38:38.236,card,437,27.92,Americano with Milk
2024-07-31,2024-07-31 09:54:45.315,card,388,23.02,Americano
2024-07-31,2024-07-31 09:55:45.142,card,388,23.02,Americano
2024-07-31,2024-07-31 09:58:15.863,card,276,27.92,Americano with Milk
2024-07-31,2024-07-31 13:11:42.609,card,384,32.82,Cocoa
2024-07-31,2024-07-31 13:14:00.286,card,384,32.82,Latte
2024-07-31,2024-07-31 13:24:49.437,card,438,27.92,Americano with Milk
2024-07-31,2024-07-31 17:48:06.787,card,439,23.02,Cortado
2024-07-31,2024-07-31 18:04:14.972,card,440,32.82,Latte
2024-07-31,2024-07-31 19:22:38.883,card,441,23.02,Cortado
2024-07-31,2024-07-31 19:28:45.141,card,9,32.82,Latte
2024-07-31,2024-07-31 20:46:42.418,card,442,32.82,Cocoa
2024-07-31,2024-07-31 20:50:07.411,card,443,23.02,Cortado
2024-07-31,2024-07-31 20:51:10.383,card,443,32.82,Latte
2024-07-31,2024-07-31 20:52:14.802,card,153,32.82,Cappuccino
2024-07-31,2024-07-31 20:53:35.077,card,443,23.02,Cortado
2024-07-31,2024-07-31 20:59:25.013,card,40,27.92,Americano with Milk
2024-07-31,2024-07-31 21:26:26.000,card,444,32.82,Latte
2024-07-31,2024-07-31 21:54:11.824,card,445,32.82,Latte
2024-07-31,2024-07-31 21:55:16.570,card,446,32.82,Latte
2024-08-01,2024-08-01 07:31:00.085,card,423,27.92,Americano with Milk
2024-08-01,2024-08-01 09:25:20.060,card,276,27.92,Americano with Milk
2024-08-01,2024-08-01 11:04:14.067,card,97,27.92,Americano with Milk
2024-08-01,2024-08-01 11:22:46.369,card,447,27.92,Americano with Milk
2024-08-01,2024-08-01 13:22:46.601,card,448,23.02,Cortado
2024-08-01,2024-08-01 13:23:37.314,card,448,32.82,Cappuccino
2024-08-01,2024-08-01 13:49:07.265,card,449,32.82,Cappuccino
2024-08-01,2024-08-01 15:43:43.820,card,423,27.92,Americano with Milk
2024-08-01,2024-08-01 16:24:00.663,card,450,27.92,Americano with Milk
2024-08-01,2024-08-01 16:26:07.331,card,450,23.02,Americano
2024-08-01,2024-08-01 17:23:35.238,card,451,23.02,Americano
2024-08-01,2024-08-01 20:41:28.118,card,452,32.82,Cappuccino
2024-08-02,2024-08-02 09:01:54.165,card,453,27.92,Americano with Milk
2024-08-02,2024-08-02 09:35:02.899,card,97,27.92,Americano with Milk
2024-08-02,2024-08-02 11:09:19.465,card,141,23.02,Cortado
2024-08-02,2024-08-02 18:08:35.282,card,454,27.92,Americano with Milk
2024-08-02,2024-08-02 21:23:04.359,card,9,32.82,Latte
2024-08-03,2024-08-03 08:53:46.651,card,97,27.92,Americano with Milk
2024-08-03,2024-08-03 09:37:19.213,card,401,27.92,Americano with Milk
2024-08-03,2024-08-03 09:38:41.010,card,401,27.92,Americano with Milk
2024-08-03,2024-08-03 10:12:25.650,card,304,27.92,Americano with Milk
2024-08-03,2024-08-03 11:20:26.571,card,455,23.02,Cortado
2024-08-03,2024-08-03 11:21:22.000,card,455,23.02,Cortado
2024-08-03,2024-08-03 11:56:36.628,card,40,18.12,Espresso
2024-08-03,2024-08-03 11:57:31.273,card,40,27.92,Americano with Milk
2024-08-03,2024-08-03 12:03:35.777,card,40,27.92,Americano with Milk
2024-08-03,2024-08-03 16:53:59.927,card,322,27.92,Americano with Milk
2024-08-03,2024-08-03 18:38:42.026,card,456,32.82,Cappuccino
2024-08-03,2024-08-03 21:30:48.958,card,457,32.82,Latte
2024-08-03,2024-08-03 21:33:06.265,card,457,32.82,Latte
2024-08-04,2024-08-04 08:18:37.314,card,458,32.82,Cappuccino
2024-08-04,2024-08-04 10:37:51.103,card,40,27.92,Americano with Milk
2024-08-04,2024-08-04 11:50:54.603,card,258,32.82,Cappuccino
2024-08-04,2024-08-04 11:52:33.017,card,258,27.92,Americano with Milk
2024-08-04,2024-08-04 15:33:52.137,card,268,32.82,Cappuccino
2024-08-04,2024-08-04 15:35:05.906,card,268,32.82,Cappuccino
2024-08-05,2024-08-05 08:50:05.753,card,459,23.02,Cortado
2024-08-05,2024-08-05 09:19:19.176,card,97,27.92,Americano with Milk
2024-08-05,2024-08-05 11:20:47.444,card,375,23.02,Cortado
2024-08-05,2024-08-05 13:45:22.454,card,460,32.82,Cappuccino
2024-08-05,2024-08-05 16:05:57.738,card,461,32.82,Latte
2024-08-05,2024-08-05 16:07:18.837,card,461,32.82,Latte
2024-08-05,2024-08-05 17:44:24.506,card,462,32.82,Latte
2024-08-05,2024-08-05 17:45:32.117,card,462,27.92,Americano with Milk
2024-08-05,2024-08-05 19:20:02.677,card,19,32.82,Latte
2024-08-05,2024-08-05 19:34:51.484,card,9,32.82,Latte
2024-08-05,2024-08-05 20:49:30.945,card,463,32.82,Cocoa
2024-08-05,2024-08-05 20:50:21.919,card,463,32.82,Cocoa
2024-08-05,2024-08-05 22:43:48.193,card,464,27.92,Americano with Milk
2024-08-06,2024-08-06 10:21:03.320,card,375,23.02,Cortado
2024-08-06,2024-08-06 10:32:32.335,card,465,32.82,Hot Chocolate
2024-08-06,2024-08-06 17:40:49.201,card,466,32.82,Cappuccino
2024-08-06,2024-08-06 17:42:52.700,card,466,32.82,Latte
2024-08-06,2024-08-06 17:44:05.067,card,466,32.82,Cocoa
2024-08-06,2024-08-06 19:04:04.544,card,19,32.82,Latte
2024-08-06,2024-08-06 19:05:23.110,card,467,27.92,Americano with Milk
2024-08-06,2024-08-06 20:04:27.133,card,468,32.82,Latte
2024-08-07,2024-08-07 08:55:48.455,card,453,27.92,Americano with Milk
2024-08-07,2024-08-07 12:12:26.800,card,3,23.02,Americano
2024-08-07,2024-08-07 12:13:40.664,card,3,23.02,Americano
2024-08-07,2024-08-07 13:11:16.155,card,469,18.12,Espresso
2024-08-07,2024-08-07 16:19:01.657,card,470,23.02,Americano
2024-08-07,2024-08-07 19:36:22.739,card,9,32.82,Latte
2024-08-07,2024-08-07 20:40:09.281,card,442,32.82,Cocoa
2024-08-07,2024-08-07 21:18:11.990,card,328,32.82,Cappuccino
2024-08-07,2024-08-07 22:28:56.686,card,471,32.82,Latte
2024-08-07,2024-08-07 22:32:15.971,card,472,32.82,Latte
2024-08-08,2024-08-08 08:46:36.204,card,141,18.12,Espresso
2024-08-08,2024-08-08 08:47:28.686,card,141,23.02,Cortado
2024-08-08,2024-08-08 12:27:05.373,card,420,27.92,Americano with Milk
2024-08-08,2024-08-08 12:43:19.558,card,141,23.02,Cortado
2024-08-08,2024-08-08 12:44:14.953,card,141,23.02,Cortado
2024-08-08,2024-08-08 16:57:53.266,card,473,32.82,Cappuccino
2024-08-08,2024-08-08 17:17:51.749,card,474,32.82,Cappuccino
2024-08-08,2024-08-08 21:25:59.265,card,311,27.92,Americano with Milk
2024-08-09,2024-08-09 07:35:22.340,card,475,32.82,Latte
2024-08-09,2024-08-09 09:53:34.553,card,476,23.02,Americano
2024-08-09,2024-08-09 10:13:07.537,card,141,23.02,Cortado
2024-08-09,2024-08-09 10:26:47.174,card,311,27.92,Americano with Milk
2024-08-09,2024-08-09 11:28:08.722,card,475,32.82,Latte
2024-08-09,2024-08-09 11:29:48.682,card,477,23.02,Americano
2024-08-09,2024-08-09 18:56:27.712,card,478,23.02,Americano
2024-08-09,2024-08-09 19:03:06.611,card,479,32.82,Hot Chocolate
2024-08-10,2024-08-10 08:36:44.628,card,480,32.82,Cappuccino
2024-08-10,2024-08-10 08:37:57.069,card,480,27.92,Americano with Milk
2024-08-10,2024-08-10 08:45:09.019,card,141,23.02,Cortado
2024-08-10,2024-08-10 11:52:33.836,card,12,23.02,Cortado
2024-08-10,2024-08-10 11:54:23.534,card,12,23.02,Americano
2024-08-10,2024-08-10 12:15:10.927,card,481,32.82,Latte
2024-08-10,2024-08-10 12:33:12.454,card,463,27.92,Americano with Milk
2024-08-10,2024-08-10 16:06:12.085,card,9,32.82,Latte
2024-08-10,2024-08-10 21:16:48.562,card,482,32.82,Cocoa
2024-08-10,2024-08-10 21:17:41.087,card,482,32.82,Cocoa
2024-08-10,2024-08-10 21:37:41.517,card,442,32.82,Cocoa
2024-08-11,2024-08-11 09:52:36.590,card,440,32.82,Latte
2024-08-11,2024-08-11 09:53:43.564,card,440,32.82,Latte
2024-08-11,2024-08-11 10:17:23.636,card,347,27.92,Americano with Milk
2024-08-11,2024-08-11 11:56:41.144,card,480,32.82,Cappuccino
2024-08-11,2024-08-11 11:57:41.269,card,480,27.92,Americano with Milk
2024-08-11,2024-08-11 12:20:19.570,card,141,23.02,Cortado
2024-08-11,2024-08-11 15:53:51.552,card,483,32.82,Latte
2024-08-11,2024-08-11 15:55:14.853,card,484,27.92,Americano with Milk
2024-08-11,2024-08-11 15:56:27.697,card,484,32.82,Cocoa
2024-08-11,2024-08-11 16:27:35.126,card,414,32.82,Cappuccino
2024-08-11,2024-08-11 16:28:38.296,card,485,18.12,Espresso
2024-08-11,2024-08-11 21:30:32.549,card,486,23.02,Cortado
2024-08-11,2024-08-11 21:41:09.070,card,475,32.82,Latte
2024-08-11,2024-08-11 21:43:10.108,card,487,32.82,Latte
2024-08-11,2024-08-11 22:39:29.913,card,488,32.82,Cappuccino
2024-08-12,2024-08-12 08:26:19.458,card,367,32.82,Hot Chocolate
2024-08-12,2024-08-12 11:15:04.771,card,489,27.92,Americano with Milk
2024-08-12,2024-08-12 11:19:29.513,card,490,23.02,Americano
2024-08-12,2024-08-12 11:20:23.640,card,490,32.82,Latte
2024-08-12,2024-08-12 11:44:28.384,card,491,32.82,Latte
2024-08-12,2024-08-12 14:04:03.399,card,492,18.12,Espresso
2024-08-12,2024-08-12 14:05:06.931,card,492,27.92,Americano with Milk
2024-08-12,2024-08-12 15:33:33.110,card,493,27.92,Americano with Milk
2024-08-12,2024-08-12 18:05:04.830,card,97,27.92,Americano with Milk
2024-08-12,2024-08-12 21:25:49.351,card,97,27.92,Americano with Milk
2024-08-12,2024-08-12 21:37:38.041,card,494,32.82,Latte
2024-08-12,2024-08-12 22:58:20.072,card,134,32.82,Cappuccino
2024-08-12,2024-08-12 22:59:18.544,card,134,32.82,Cappuccino
2024-08-13,2024-08-13 08:44:30.187,card,495,27.92,Americano with Milk
2024-08-13,2024-08-13 09:14:21.598,card,97,27.92,Americano with Milk
2024-08-13,2024-08-13 09:45:56.370,card,385,27.92,Americano with Milk
2024-08-13,2024-08-13 10:42:08.773,card,141,23.02,Cortado
2024-08-13,2024-08-13 11:59:47.612,card,496,32.82,Latte
2024-08-13,2024-08-13 13:01:41.487,card,497,27.92,Americano with Milk
2024-08-13,2024-08-13 14:45:39.689,card,494,32.82,Latte
2024-08-13,2024-08-13 15:47:56.703,card,498,32.82,Cappuccino
2024-08-13,2024-08-13 15:55:29.579,card,97,27.92,Americano with Milk
2024-08-13,2024-08-13 20:29:34.531,card,499,32.82,Latte
2024-08-13,2024-08-13 20:30:37.150,card,499,32.82,Cocoa
2024-08-13,2024-08-13 20:44:22.991,card,500,32.82,Cappuccino
2024-08-13,2024-08-13 21:00:44.688,card,501,23.02,Cortado
2024-08-14,2024-08-14 07:35:48.103,card,475,32.82,Latte
2024-08-14,2024-08-14 07:36:55.599,card,472,32.82,Cappuccino
2024-08-14,2024-08-14 10:09:29.125,card,141,23.02,Cortado
2024-08-14,2024-08-14 11:39:07.882,card,95,18.12,Espresso
2024-08-14,2024-08-14 12:49:16.951,card,502,23.02,Americano
2024-08-14,2024-08-14 12:51:04.870,card,450,23.02,Americano
2024-08-14,2024-08-14 15:21:27.260,card,503,32.82,Latte
2024-08-14,2024-08-14 17:24:22.788,card,504,23.02,Americano
2024-08-14,2024-08-14 18:10:03.723,card,505,23.02,Cortado
2024-08-14,2024-08-14 18:59:18.279,card,506,27.92,Americano with Milk
2024-08-14,2024-08-14 19:34:51.731,card,12,32.82,Latte
2024-08-14,2024-08-14 19:35:48.545,card,12,23.02,Cortado
2024-08-14,2024-08-14 21:41:33.021,card,507,32.82,Latte
2024-08-15,2024-08-15 09:36:11.153,card,141,23.02,Cortado
2024-08-15,2024-08-15 09:37:02.172,card,508,32.82,Cappuccino
2024-08-15,2024-08-15 09:38:04.903,card,509,32.82,Hot Chocolate
2024-08-15,2024-08-15 09:38:49.735,card,509,32.82,Latte
2024-08-15,2024-08-15 12:38:37.563,card,232,32.82,Latte
2024-08-15,2024-08-15 13:48:13.601,card,510,32.82,Latte
2024-08-15,2024-08-15 14:17:48.183,card,12,23.02,Americano
2024-08-15,2024-08-15 14:18:50.777,card,12,18.12,Espresso
2024-08-15,2024-08-15 17:53:52.225,card,511,27.92,Americano with Milk
2024-08-15,2024-08-15 19:10:58.222,card,512,32.82,Hot Chocolate
2024-08-15,2024-08-15 19:11:54.036,card,512,27.92,Americano with Milk
2024-08-15,2024-08-15 19:41:30.244,card,513,27.92,Americano with Milk
2024-08-15,2024-08-15 19:42:37.987,card,513,23.02,Americano
2024-08-15,2024-08-15 20:40:41.516,card,514,32.82,Cappuccino
2024-08-15,2024-08-15 21:35:20.080,card,40,18.12,Espresso
2024-08-15,2024-08-15 21:36:11.033,card,40,27.92,Americano with Milk
2024-08-16,2024-08-16 12:29:16.732,card,513,32.82,Latte
2024-08-16,2024-08-16 12:54:17.452,card,515,23.02,Americano
2024-08-16,2024-08-16 13:36:12.798,card,429,27.92,Americano with Milk
2024-08-16,2024-08-16 15:18:51.737,card,12,18.12,Espresso
2024-08-16,2024-08-16 15:19:39.274,card,12,18.12,Espresso
2024-08-17,2024-08-17 09:16:53.491,card,97,27.92,Americano with Milk
2024-08-17,2024-08-17 09:18:08.983,card,516,32.82,Cappuccino
2024-08-17,2024-08-17 10:53:41.327,card,517,27.92,Americano with Milk
2024-08-17,2024-08-17 11:58:41.649,card,141,23.02,Cortado
2024-08-17,2024-08-17 11:59:28.298,card,141,23.02,Cortado
2024-08-17,2024-08-17 13:18:40.184,card,518,27.92,Americano with Milk
2024-08-17,2024-08-17 16:31:54.837,card,277,23.02,Cortado
2024-08-17,2024-08-17 16:33:48.977,card,192,32.82,Latte
2024-08-17,2024-08-17 18:48:58.852,card,456,32.82,Cappuccino
2024-08-17,2024-08-17 21:18:56.806,card,40,27.92,Americano with Milk
2024-08-17,2024-08-17 22:42:39.351,card,519,32.82,Latte
2024-08-18,2024-08-18 08:09:42.601,card,520,32.82,Cappuccino
2024-08-18,2024-08-18 08:32:05.597,card,521,32.82,Cappuccino
2024-08-18,2024-08-18 08:41:06.249,card,141,23.02,Cortado
2024-08-18,2024-08-18 08:56:01.292,card,522,27.92,Americano with Milk
2024-08-18,2024-08-18 12:31:40.892,card,463,32.82,Cappuccino
2024-08-18,2024-08-18 14:30:21.605,card,40,27.92,Americano with Milk
2024-08-18,2024-08-18 18:24:10.776,card,523,27.92,Americano with Milk
2024-08-18,2024-08-18 18:26:03.786,card,523,27.92,Americano with Milk
2024-08-18,2024-08-18 18:27:17.553,card,523,23.02,Americano
2024-08-18,2024-08-18 18:28:13.069,card,523,23.02,Americano
2024-08-19,2024-08-19 15:09:48.982,card,524,27.92,Americano with Milk
2024-08-19,2024-08-19 15:10:51.212,card,524,27.92,Americano with Milk
2024-08-19,2024-08-19 21:21:12.081,card,507,32.82,Latte
2024-08-19,2024-08-19 21:31:57.036,card,491,32.82,Cocoa
2024-08-20,2024-08-20 08:27:16.408,card,141,23.02,Cortado
2024-08-20,2024-08-20 08:29:14.916,card,525,32.82,Latte
2024-08-20,2024-08-20 08:49:47.474,card,526,18.12,Espresso
2024-08-20,2024-08-20 08:50:36.343,card,526,23.02,Cortado
2024-08-20,2024-08-20 09:14:54.885,card,97,27.92,Americano with Milk
2024-08-20,2024-08-20 11:09:55.575,card,527,23.02,Americano
2024-08-20,2024-08-20 11:11:39.083,card,528,23.02,Americano
2024-08-20,2024-08-20 11:12:31.181,card,529,23.02,Americano
2024-08-20,2024-08-20 11:42:20.000,card,141,32.82,Latte
2024-08-20,2024-08-20 20:42:40.873,card,530,32.82,Latte
2024-08-20,2024-08-20 20:44:14.852,card,531,32.82,Latte
2024-08-20,2024-08-20 20:45:12.346,card,531,32.82,Latte
2024-08-20,2024-08-20 20:46:03.989,card,532,32.82,Latte
2024-08-21,2024-08-21 07:59:13.098,card,533,27.92,Americano with Milk
2024-08-21,2024-08-21 08:40:27.393,card,141,23.02,Cortado
2024-08-21,2024-08-21 10:13:32.404,card,375,23.02,Americano
2024-08-21,2024-08-21 10:38:44.527,card,276,27.92,Americano with Milk
2024-08-21,2024-08-21 11:51:41.439,card,141,23.02,Cortado
2024-08-21,2024-08-21 13:17:10.750,card,534,32.82,Latte
2024-08-21,2024-08-21 19:42:03.523,card,507,32.82,Latte
2024-08-22,2024-08-22 09:22:26.297,card,141,23.02,Cortado
2024-08-22,2024-08-22 10:09:23.470,card,419,27.92,Americano with Milk
2024-08-22,2024-08-22 10:47:59.356,card,535,27.92,Americano with Milk
2024-08-22,2024-08-22 14:16:12.066,card,510,32.82,Latte
2024-08-22,2024-08-22 14:26:58.298,card,536,32.82,Latte
2024-08-22,2024-08-22 15:07:07.427,card,537,32.82,Cappuccino
2024-08-22,2024-08-22 15:27:27.317,card,538,23.02,Americano
2024-08-23,2024-08-23 07:43:16.127,card,475,32.82,Latte
2024-08-23,2024-08-23 08:21:48.054,card,141,23.02,Cortado
2024-08-23,2024-08-23 08:22:56.567,card,425,32.82,Latte
2024-08-23,2024-08-23 08:33:38.712,card,225,23.02,Americano
2024-08-23,2024-08-23 08:34:35.002,card,225,23.02,Americano
2024-08-23,2024-08-23 09:14:52.024,card,419,27.92,Americano with Milk
2024-08-23,2024-08-23 10:10:58.704,card,539,32.82,Cocoa
2024-08-23,2024-08-23 10:11:55.469,card,539,23.02,Americano
2024-08-23,2024-08-23 10:39:12.279,card,141,23.02,Cortado
2024-08-23,2024-08-23 11:12:59.387,card,540,32.82,Hot Chocolate
2024-08-23,2024-08-23 13:24:54.748,card,541,23.02,Americano
2024-08-23,2024-08-23 15:28:52.779,card,542,23.02,Americano
2024-08-23,2024-08-23 19:48:02.807,card,507,32.82,Latte
2024-08-24,2024-08-24 08:13:42.270,card,141,23.02,Cortado
2024-08-24,2024-08-24 08:14:47.637,card,141,23.02,Cortado
2024-08-24,2024-08-24 08:44:11.575,card,543,23.02,Cortado
2024-08-24,2024-08-24 10:18:09.485,card,544,18.12,Espresso
2024-08-24,2024-08-24 10:18:52.263,card,544,18.12,Espresso
2024-08-24,2024-08-24 10:19:49.243,card,544,23.02,Americano
2024-08-25,2024-08-25 08:14:37.382,card,141,23.02,Cortado
2024-08-25,2024-08-25 08:26:27.671,card,408,23.02,Americano
2024-08-25,2024-08-25 08:27:36.405,card,408,23.02,Americano
2024-08-25,2024-08-25 09:24:22.265,card,545,32.82,Cappuccino
2024-08-25,2024-08-25 12:41:42.703,card,546,32.82,Cappuccino
2024-08-25,2024-08-25 14:53:02.699,card,77,32.82,Latte
2024-08-26,2024-08-26 08:11:47.295,card,141,23.02,Cortado
2024-08-26,2024-08-26 08:16:09.611,card,408,23.02,Americano
2024-08-26,2024-08-26 08:17:23.209,card,408,23.02,Americano
2024-08-26,2024-08-26 09:21:36.706,card,97,27.92,Americano with Milk
2024-08-26,2024-08-26 10:37:44.464,card,547,32.82,Latte
2024-08-26,2024-08-26 10:38:49.037,card,548,32.82,Cappuccino
2024-08-26,2024-08-26 12:45:13.158,card,3,23.02,Americano
2024-08-26,2024-08-26 12:46:23.644,card,3,23.02,Americano
2024-08-26,2024-08-26 18:53:27.790,card,549,27.92,Americano with Milk
2024-08-26,2024-08-26 18:54:31.291,card,549,32.82,Latte
2024-08-26,2024-08-26 22:55:39.905,card,550,27.92,Americano with Milk
2024-08-27,2024-08-27 10:04:04.563,card,375,32.82,Latte
2024-08-28,2024-08-28 12:08:18.772,card,551,27.92,Americano with Milk
2024-08-28,2024-08-28 12:10:04.139,card,551,32.82,Cappuccino
2024-08-28,2024-08-28 12:35:06.944,card,375,23.02,Americano
2024-08-28,2024-08-28 13:48:35.199,card,552,27.92,Americano with Milk
2024-08-29,2024-08-29 07:29:30.319,card,553,23.02,Americano
2024-08-30,2024-08-30 17:13:30.487,card,554,32.82,Latte
2024-08-30,2024-08-30 17:14:32.791,card,554,27.92,Americano with Milk
2024-08-30,2024-08-30 17:15:35.449,card,554,27.92,Americano with Milk
2024-08-31,2024-08-31 09:08:32.487,card,371,23.02,Cortado
2024-08-31,2024-08-31 10:02:08.193,card,555,27.92,Americano with Milk
2024-08-31,2024-08-31 10:22:26.877,card,556,18.12,Espresso
2024-08-31,2024-08-31 11:29:54.571,card,557,27.92,Americano with Milk
2024-08-31,2024-08-31 11:33:39.916,card,141,23.02,Cortado
2024-08-31,2024-08-31 11:34:32.934,card,141,23.02,Cortado
2024-09-01,2024-09-01 09:34:15.229,card,141,23.02,Cortado
2024-09-01,2024-09-01 12:11:24.745,card,558,32.82,Cappuccino
2024-09-01,2024-09-01 12:30:08.620,card,181,27.92,Americano with Milk
2024-09-01,2024-09-01 12:32:22.007,card,181,23.02,Americano
2024-09-01,2024-09-01 12:50:17.448,card,559,27.92,Americano with Milk
2024-09-01,2024-09-01 13:57:33.948,card,560,32.82,Latte
2024-09-01,2024-09-01 14:44:04.027,card,385,27.92,Americano with Milk
2024-09-01,2024-09-01 17:20:46.327,card,561,32.82,Latte
2024-09-01,2024-09-01 17:23:13.869,card,562,32.82,Latte
2024-09-01,2024-09-01 17:24:49.689,card,563,32.82,Latte
2024-09-02,2024-09-02 08:24:39.805,card,425,32.82,Latte
2024-09-02,2024-09-02 08:50:17.646,card,564,27.92,Americano with Milk
2024-09-02,2024-09-02 08:51:33.148,card,565,32.82,Latte
