date,datetime,cash_type,card,money,coffee_name
2024-05-29,2024-05-29 20:32:35.200,card,240,37.72,Cocoa
2024-05-30,2024-05-30 08:29:06.277,card,241,37.72,Cappuccino
2024-05-30,2024-05-30 08:30:21.586,card,241,37.72,Latte
2024-05-30,2024-05-30 08:37:05.382,card,242,32.82,Americano with Milk
2024-05-30,2024-05-30 09:47:59.092,card,1,37.72,Latte
2024-05-30,2024-05-30 14:56:15.473,card,97,32.82,Americano with Milk
2024-05-30,2024-05-30 15:16:15.665,card,243,23.02,Espresso
2024-05-30,2024-05-30 15:17:38.656,card,12,23.02,Espresso
2024-05-30,2024-05-30 19:53:11.189,card,206,37.72,Cappuccino
2024-05-30,2024-05-30 20:31:05.430,card,244,37.72,Latte
2024-05-30,2024-05-30 20:46:13.835,card,9,37.72,Hot Chocolate
2024-05-30,2024-05-30 20:47:21.586,card,9,32.82,Americano with Milk
2024-05-31,2024-05-31 07:53:57.274,card,245,32.82,Americano with Milk
2024-05-31,2024-05-31 09:21:07.821,card,246,37.72,Latte
2024-05-31,2024-05-31 09:23:58.791,cash,,39.0,Latte
2024-05-31,2024-05-31 10:38:07.861,card,247,37.72,Hot Chocolate
2024-05-31,2024-05-31 10:39:06.136,card,248,37.72,Cocoa
2024-05-31,2024-05-31 14:50:12.976,card,249,32.82,Americano with Milk
2024-05-31,2024-05-31 18:23:44.636,card,250,37.72,Latte
2024-05-31,2024-05-31 18:25:03.271,card,250,37.72,Latte
2024-05-31,2024-05-31 20:06:39.166,card,180,37.72,Cappuccino
2024-05-31,2024-05-31 20:33:06.403,card,134,32.82,Americano with Milk
2024-05-31,2024-05-31 20:34:32.903,card,134,37.72,Latte
2024-05-31,2024-05-31 22:05:47.070,card,206,37.72,Cappuccino
2024-05-31,2024-05-31 22:06:52.490,card,206,32.82,Americano with Milk
2024-05-31,2024-05-31 22:07:55.368,card,206,27.92,Cortado
2024-06-01,2024-06-01 08:27:01.745,card,141,27.92,Cortado
2024-06-01,2024-06-01 09:48:24.750,card,232,37.72,Latte
2024-06-01,2024-06-01 11:38:09.371,card,250,37.72,Latte
2024-06-01,2024-06-01 14:28:53.739,card,97,32.82,Americano with Milk
2024-06-01,2024-06-01 18:20:12.780,card,251,32.82,Americano with Milk
2024-06-01,2024-06-01 18:21:15.363,card,251,32.82,Americano with Milk
2024-06-01,2024-06-01 20:50:10.488,card,154,37.72,Cappuccino
2024-06-01,2024-06-01 20:51:13.565,card,154,37.72,Cappuccino
2024-06-01,2024-06-01 20:54:59.267,cash,,39.0,Cocoa
2024-06-01,2024-06-01 20:59:09.689,card,252,37.72,Cocoa
2024-06-01,2024-06-01 21:51:04.971,card,9,32.82,Americano with Milk
2024-06-02,2024-06-02 20:03:25.799,card,9,37.72,Latte
2024-06-02,2024-06-02 20:24:02.449,card,40,32.82,Americano with Milk
2024-06-02,2024-06-02 20:25:07.238,card,40,37.72,Cappuccino
2024-06-02,2024-06-02 21:07:20.531,card,97,32.82,Americano with Milk
2024-06-02,2024-06-02 21:30:12.430,card,253,37.72,Latte
2024-06-02,2024-06-02 22:43:10.636,cash,,34.0,Americano with Milk
2024-06-03,2024-06-03 10:12:04.141,card,1,37.72,Latte
2024-06-03,2024-06-03 10:27:49.797,card,191,37.72,Latte
2024-06-03,2024-06-03 14:31:42.338,card,25,37.72,Cappuccino
2024-06-03,2024-06-03 14:33:00.952,card,24,32.82,Americano with Milk
2024-06-03,2024-06-03 14:34:06.922,card,9,37.72,Latte
2024-06-03,2024-06-03 21:42:51.734,cash,,34.0,Americano with Milk
2024-06-03,2024-06-03 21:43:37.471,cash,,34.0,Americano with Milk
2024-06-04,2024-06-04 09:23:42.898,card,141,27.92,Cortado
2024-06-04,2024-06-04 10:27:13.975,card,97,32.82,Americano with Milk
2024-06-04,2024-06-04 12:02:10.213,card,254,37.72,Latte
2024-06-04,2024-06-04 12:05:29.186,card,254,37.72,Hot Chocolate
2024-06-04,2024-06-04 15:30:32.455,card,255,37.72,Latte
2024-06-04,2024-06-04 17:46:36.661,card,192,27.92,Cortado
2024-06-04,2024-06-04 17:47:28.847,card,192,37.72,Cappuccino
2024-06-04,2024-06-04 20:13:01.204,card,256,37.72,Hot Chocolate
2024-06-04,2024-06-04 20:50:33.896,card,257,37.72,Cappuccino
2024-06-04,2024-06-04 21:31:58.908,card,258,27.92,Cortado
2024-06-04,2024-06-04 21:33:02.621,card,259,32.82,Americano with Milk
2024-06-04,2024-06-04 21:34:55.667,card,260,32.82,Americano with Milk
2024-06-04,2024-06-04 21:36:06.924,card,260,32.82,Americano with Milk
2024-06-04,2024-06-04 21:37:15.164,card,260,32.82,Americano with Milk
2024-06-05,2024-06-05 08:21:48.964,card,261,37.72,Cappuccino
2024-06-05,2024-06-05 08:23:06.723,card,261,37.72,Cappuccino
2024-06-05,2024-06-05 09:22:43.108,card,262,27.92,Americano
2024-06-05,2024-06-05 10:28:50.620,card,1,37.72,Latte
2024-06-05,2024-06-05 10:40:53.188,card,97,32.82,Americano with Milk
2024-06-05,2024-06-05 19:43:57.675,card,263,32.82,Americano with Milk
2024-06-05,2024-06-05 19:59:53.527,card,264,37.72,Latte
2024-06-05,2024-06-05 20:10:47.623,card,220,37.72,Cocoa
2024-06-05,2024-06-05 20:12:01.658,card,220,27.92,Cortado
2024-06-06,2024-06-06 08:52:56.351,card,97,32.82,Americano with Milk
2024-06-06,2024-06-06 08:54:08.455,card,97,32.82,Americano with Milk
2024-06-06,2024-06-06 10:36:09.667,card,1,37.72,Latte
2024-06-06,2024-06-06 12:17:41.474,card,265,27.92,Americano
2024-06-06,2024-06-06 15:11:14.185,card,224,32.82,Americano with Milk
2024-06-06,2024-06-06 15:24:06.221,card,266,37.72,Cappuccino
2024-06-06,2024-06-06 21:14:05.102,card,267,37.72,Latte
2024-06-06,2024-06-06 21:15:42.227,card,267,37.72,Latte
2024-06-06,2024-06-06 21:18:26.713,card,206,37.72,Cappuccino
2024-06-06,2024-06-06 21:19:30.436,card,206,32.82,Americano with Milk
2024-06-06,2024-06-06 21:21:04.440,card,267,37.72,Latte
2024-06-07,2024-06-07 08:18:04.296,card,268,37.72,Cappuccino
2024-06-07,2024-06-07 10:35:28.104,card,269,23.02,Espresso
2024-06-07,2024-06-07 13:34:18.297,card,164,32.82,Americano with Milk
2024-06-07,2024-06-07 16:45:42.218,card,270,27.92,Cortado
2024-06-07,2024-06-07 16:47:15.481,card,270,27.92,Cortado
2024-06-08,2024-06-08 09:04:20.016,card,271,27.92,Cortado
2024-06-08,2024-06-08 09:26:11.160,card,97,32.82,Americano with Milk
2024-06-08,2024-06-08 20:24:54.320,card,134,37.72,Cappuccino
2024-06-08,2024-06-08 20:25:56.316,card,134,37.72,Cappuccino
2024-06-09,2024-06-09 08:15:52.760,card,97,37.72,Latte
2024-06-09,2024-06-09 10:30:04.461,card,272,37.72,Latte
2024-06-09,2024-06-09 10:52:05.797,card,273,37.72,Cappuccino
2024-06-09,2024-06-09 11:04:41.306,card,141,27.92,Cortado
2024-06-09,2024-06-09 11:07:08.108,card,274,23.02,Espresso
2024-06-09,2024-06-09 11:52:49.616,card,275,37.72,Cappuccino
2024-06-09,2024-06-09 12:11:23.640,card,276,32.82,Americano with Milk
2024-06-09,2024-06-09 12:13:08.067,card,276,37.72,Latte
2024-06-09,2024-06-09 12:14:10.783,card,276,37.72,Latte
2024-06-09,2024-06-09 15:10:30.692,card,277,27.92,Cortado
2024-06-09,2024-06-09 16:17:28.189,card,278,37.72,Cappuccino
2024-06-09,2024-06-09 19:21:19.277,card,279,32.82,Americano with Milk
2024-06-09,2024-06-09 21:05:08.844,card,280,27.92,Americano
2024-06-10,2024-06-10 12:47:49.861,card,281,37.72,Cappuccino
2024-06-10,2024-06-10 12:56:48.268,card,97,37.72,Latte
2024-06-10,2024-06-10 19:04:28.106,card,282,37.72,Hot Chocolate
2024-06-10,2024-06-10 19:05:22.770,card,282,37.72,Hot Chocolate
2024-06-10,2024-06-10 19:37:23.602,card,283,37.72,Latte
2024-06-10,2024-06-10 19:38:19.678,card,283,37.72,Latte
2024-06-11,2024-06-11 10:38:03.953,card,284,32.82,Americano with Milk
2024-06-11,2024-06-11 18:48:25.292,card,285,37.72,Latte
2024-06-11,2024-06-11 18:49:36.428,card,285,37.72,Latte
2024-06-11,2024-06-11 21:17:03.344,card,286,37.72,Hot Chocolate
2024-06-11,2024-06-11 21:27:41.900,card,287,32.82,Americano with Milk
2024-06-11,2024-06-11 21:28:50.220,card,287,32.82,Americano with Milk
2024-06-12,2024-06-12 10:18:18.786,card,288,37.72,Hot Chocolate
2024-06-12,2024-06-12 11:51:43.858,card,289,37.72,Cappuccino
2024-06-12,2024-06-12 17:41:17.179,card,283,37.72,Latte
2024-06-12,2024-06-12 17:47:27.878,card,290,37.72,Latte
2024-06-12,2024-06-12 20:16:33.648,card,256,37.72,Hot Chocolate
2024-06-12,2024-06-12 20:25:34.239,card,291,32.82,Americano with Milk
2024-06-13,2024-06-13 08:54:24.207,card,292,27.92,Americano
2024-06-13,2024-06-13 08:57:25.592,card,97,37.72,Latte
2024-06-13,2024-06-13 09:50:25.038,card,293,32.82,Americano with Milk
2024-06-13,2024-06-13 09:57:11.518,card,141,27.92,Cortado
2024-06-13,2024-06-13 17:04:58.601,card,294,32.82,Americano with Milk
2024-06-13,2024-06-13 17:27:46.626,card,295,37.72,Hot Chocolate
2024-06-13,2024-06-13 19:22:19.083,card,296,37.72,Latte
2024-06-13,2024-06-13 20:20:51.762,card,12,32.82,Americano with Milk
2024-06-13,2024-06-13 20:43:45.991,card,12,23.02,Espresso
2024-06-13,2024-06-13 20:45:00.615,card,295,23.02,Espresso
2024-06-13,2024-06-13 20:48:17.902,card,9,32.82,Americano with Milk
2024-06-13,2024-06-13 21:02:28.377,card,9,32.82,Americano with Milk
2024-06-14,2024-06-14 07:46:13.238,card,141,27.92,Cortado
2024-06-14,2024-06-14 10:30:31.584,card,297,27.92,Americano
2024-06-14,2024-06-14 12:14:41.696,card,97,37.72,Latte
2024-06-14,2024-06-14 18:29:53.399,card,298,32.82,Americano with Milk
2024-06-15,2024-06-15 11:26:01.974,card,299,37.72,Cappuccino
2024-06-15,2024-06-15 12:21:28.135,card,300,37.72,Latte
2024-06-15,2024-06-15 12:22:46.942,card,300,32.82,Americano with Milk
2024-06-15,2024-06-15 12:23:52.166,card,300,23.02,Espresso
2024-06-15,2024-06-15 12:24:35.130,card,300,37.72,Cocoa
2024-06-15,2024-06-15 12:25:23.960,card,300,32.82,Americano with Milk
2024-06-15,2024-06-15 16:03:29.909,card,301,32.82,Americano with Milk
2024-06-15,2024-06-15 18:14:04.623,card,302,27.92,Americano
2024-06-16,2024-06-16 10:43:51.456,card,59,32.82,Americano with Milk
2024-06-16,2024-06-16 10:58:41.366,card,303,37.72,Latte
2024-06-16,2024-06-16 11:00:38.191,card,303,37.72,Hot Chocolate
2024-06-16,2024-06-16 11:01:41.488,card,303,37.72,Hot Chocolate
2024-06-16,2024-06-16 12:49:27.624,card,276,32.82,Americano with Milk
2024-06-16,2024-06-16 14:00:38.992,card,274,23.02,Espresso
2024-06-16,2024-06-16 15:02:36.332,card,304,32.82,Americano with Milk
2024-06-16,2024-06-16 15:05:10.421,card,304,32.82,Americano with Milk
2024-06-16,2024-06-16 15:43:59.593,card,305,37.72,Hot Chocolate
2024-06-16,2024-06-16 16:47:36.521,card,306,37.72,Hot Chocolate
2024-06-16,2024-06-16 17:45:17.267,card,59,32.82,Americano with Milk
2024-06-16,2024-06-16 17:46:16.554,card,59,32.82,Americano with Milk
2024-06-17,2024-06-17 08:57:24.044,card,307,27.92,Americano
2024-06-17,2024-06-17 10:12:05.139,card,308,27.92,Cortado
2024-06-17,2024-06-17 10:13:37.575,card,308,27.92,Cortado
2024-06-17,2024-06-17 10:55:51.608,card,42,37.72,Cappuccino
2024-06-17,2024-06-17 14:51:35.381,card,164,37.72,Cappuccino
2024-06-17,2024-06-17 16:50:13.441,card,12,37.72,Cappuccino
2024-06-17,2024-06-17 16:51:11.038,card,12,37.72,Cappuccino
2024-06-17,2024-06-17 16:52:36.336,card,12,27.92,Americano
2024-06-17,2024-06-17 18:51:19.631,card,309,27.92,Americano
2024-06-17,2024-06-17 21:16:11.485,card,9,32.82,Americano with Milk
2024-06-18,2024-06-18 14:04:06.125,card,299,27.92,Americano
2024-06-18,2024-06-18 14:05:12.313,card,299,37.72,Cappuccino
2024-06-18,2024-06-18 19:20:40.571,card,154,37.72,Cappuccino
2024-06-18,2024-06-18 19:21:38.892,card,154,37.72,Cappuccino
2024-06-18,2024-06-18 20:35:49.497,card,310,27.92,Cortado
2024-06-18,2024-06-18 21:20:49.526,card,12,32.82,Americano with Milk
2024-06-18,2024-06-18 21:22:18.518,card,12,32.82,Americano with Milk
2024-06-19,2024-06-19 07:47:19.833,card,311,37.72,Latte
2024-06-19,2024-06-19 08:17:54.508,card,141,27.92,Cortado
2024-06-19,2024-06-19 10:54:00.492,card,312,27.92,Americano
2024-06-19,2024-06-19 11:11:27.807,card,313,37.72,Latte
2024-06-19,2024-06-19 11:12:31.412,card,313,37.72,Cocoa
2024-06-19,2024-06-19 14:21:36.258,card,164,32.82,Americano with Milk
2024-06-19,2024-06-19 18:28:43.437,card,153,37.72,Cappuccino
2024-06-19,2024-06-19 18:29:58.961,card,153,37.72,Latte
2024-06-19,2024-06-19 19:31:31.293,card,9,32.82,Americano with Milk
2024-06-19,2024-06-19 21:28:59.485,card,192,37.72,Cappuccino
2024-06-19,2024-06-19 21:30:03.484,card,192,32.82,Americano with Milk
2024-06-20,2024-06-20 10:50:06.453,card,97,37.72,Latte
2024-06-20,2024-06-20 18:59:02.082,card,314,37.72,Latte
2024-06-20,2024-06-20 19:00:00.237,card,314,37.72,Latte
2024-06-20,2024-06-20 21:39:10.013,card,257,37.72,Latte
2024-06-20,2024-06-20 21:57:40.554,card,9,37.72,Latte
2024-06-20,2024-06-20 21:59:17.598,card,9,32.82,Americano with Milk
2024-06-21,2024-06-21 09:59:55.930,card,311,37.72,Latte
2024-06-21,2024-06-21 10:01:40.183,card,315,27.92,Americano
2024-06-21,2024-06-21 13:19:19.416,card,12,32.82,Americano with Milk
2024-06-21,2024-06-21 13:20:31.513,card,12,32.82,Americano with Milk
2024-06-21,2024-06-21 18:12:16.064,card,316,23.02,Espresso
2024-06-21,2024-06-21 19:30:26.651,card,9,37.72,Latte
2024-06-21,2024-06-21 19:47:06.201,card,154,37.72,Cappuccino
2024-06-21,2024-06-21 19:48:06.713,card,154,37.72,Cappuccino
2024-06-21,2024-06-21 19:49:54.505,card,180,37.72,Cappuccino
2024-06-21,2024-06-21 19:51:00.211,card,180,37.72,Cappuccino
2024-06-21,2024-06-21 19:52:18.775,card,180,27.92,Americano
2024-06-21,2024-06-21 19:55:37.142,card,311,32.82,Americano with Milk
2024-06-22,2024-06-22 08:39:50.273,card,141,27.92,Cortado
2024-06-22,2024-06-22 09:37:48.779,card,311,32.82,Americano with Milk
2024-06-22,2024-06-22 12:53:15.541,card,317,32.82,Americano with Milk
2024-06-22,2024-06-22 15:37:20.137,card,9,37.72,Latte
2024-06-22,2024-06-22 22:10:22.998,card,318,37.72,Cappuccino
2024-06-23,2024-06-23 18:12:01.406,card,12,32.82,Americano with Milk
2024-06-23,2024-06-23 18:13:50.638,card,12,32.82,Americano with Milk
2024-06-23,2024-06-23 21:06:46.956,card,319,37.72,Cappuccino
2024-06-23,2024-06-23 21:29:07.823,card,320,37.72,Latte
2024-06-23,2024-06-23 21:30:36.375,card,320,37.72,Cappuccino
2024-06-24,2024-06-24 11:44:39.939,card,164,32.82,Americano with Milk
2024-06-24,2024-06-24 11:49:36.044,card,180,37.72,Cappuccino
2024-06-24,2024-06-24 11:50:44.080,card,180,37.72,Cappuccino
2024-06-24,2024-06-24 15:02:28.995,card,321,37.72,Latte
2024-06-24,2024-06-24 16:46:00.573,card,203,37.72,Cappuccino
2024-06-24,2024-06-24 16:47:00.409,card,203,37.72,Cappuccino
2024-06-25,2024-06-25 08:19:24.244,card,322,37.72,Latte
2024-06-25,2024-06-25 10:28:26.408,card,12,32.82,Americano with Milk
2024-06-25,2024-06-25 10:29:42.410,card,40,32.82,Americano with Milk
2024-06-25,2024-06-25 11:34:52.296,card,203,37.72,Cappuccino
2024-06-26,2024-06-26 09:33:01.706,card,323,37.72,Latte
2024-06-26,2024-06-26 16:32:29.453,card,324,23.02,Espresso
2024-06-26,2024-06-26 16:34:01.607,card,325,27.92,Americano
2024-06-26,2024-06-26 21:21:53.296,card,9,37.72,Latte
2024-06-26,2024-06-26 21:27:00.807,card,9,37.72,Cappuccino
2024-06-26,2024-06-26 21:28:14.566,card,206,32.82,Americano with Milk
2024-06-27,2024-06-27 09:15:43.173,card,326,32.82,Americano with Milk
2024-06-27,2024-06-27 16:11:48.000,card,327,27.92,Cortado
2024-06-27,2024-06-27 21:44:03.372,card,328,32.82,Americano with Milk
2024-06-27,2024-06-27 21:50:31.617,card,329,37.72,Cappuccino
2024-06-28,2024-06-28 08:08:35.044,card,141,27.92,Cortado
2024-06-28,2024-06-28 17:51:53.993,card,274,23.02,Espresso
2024-06-28,2024-06-28 21:50:55.375,card,330,32.82,Americano with Milk
2024-06-28,2024-06-28 21:52:01.867,card,331,37.72,Latte
2024-06-28,2024-06-28 22:28:19.976,card,332,37.72,Cappuccino
2024-06-29,2024-06-29 09:47:10.304,card,97,32.82,Americano with Milk
2024-06-29,2024-06-29 11:40:19.582,card,333,32.82,Americano with Milk
2024-06-29,2024-06-29 11:41:26.609,card,333,32.82,Americano with Milk
2024-06-29,2024-06-29 12:30:24.358,card,334,37.72,Cappuccino
2024-06-29,2024-06-29 12:31:42.582,card,334,37.72,Cappuccino
2024-06-29,2024-06-29 17:23:43.583,card,335,37.72,Cappuccino
2024-06-29,2024-06-29 17:24:52.377,card,335,37.72,Hot Chocolate
2024-06-29,2024-06-29 21:27:22.449,card,9,37.72,Latte
2024-06-30,2024-06-30 10:28:09.842,card,336,37.72,Latte
2024-06-30,2024-06-30 13:05:50.620,card,337,23.02,Espresso
2024-06-30,2024-06-30 16:54:41.679,card,9,37.72,Hot Chocolate
2024-06-30,2024-06-30 21:04:09.746,card,97,32.82,Americano with Milk
2024-07-01,2024-07-01 18:07:26.760,card,12,23.02,Espresso
2024-07-01,2024-07-01 18:56:51.844,card,338,37.72,Cappuccino
2024-07-01,2024-07-01 18:57:54.267,card,339,37.72,Cappuccino
2024-07-02,2024-07-02 10:42:54.057,card,304,32.82,Americano with Milk
2024-07-02,2024-07-02 10:45:00.617,card,304,27.92,Americano
2024-07-02,2024-07-02 12:48:05.181,card,19,37.72,Latte
2024-07-02,2024-07-02 14:03:13.231,card,340,27.92,Americano
2024-07-02,2024-07-02 16:31:24.337,card,341,32.82,Americano with Milk
2024-07-02,2024-07-02 22:02:23.576,card,329,32.82,Americano with Milk
2024-07-03,2024-07-03 13:51:14.935,card,12,32.82,Americano with Milk
2024-07-03,2024-07-03 16:01:16.554,card,342,37.72,Cappuccino
2024-07-03,2024-07-03 16:50:25.223,card,343,37.72,Cappuccino
2024-07-03,2024-07-03 16:53:15.618,card,270,32.82,Americano with Milk
2024-07-03,2024-07-03 16:54:22.907,card,344,32.82,Americano with Milk
2024-07-03,2024-07-03 16:55:31.423,card,270,37.72,Latte
2024-07-03,2024-07-03 16:59:25.580,card,345,23.02,Espresso
2024-07-03,2024-07-03 17:59:01.827,card,346,37.72,Cappuccino
2024-07-03,2024-07-03 19:06:09.136,card,9,37.72,Latte
2024-07-04,2024-07-04 10:26:23.725,card,143,32.82,Americano with Milk
2024-07-04,2024-07-04 10:27:30.261,card,12,27.92,Americano
2024-07-05,2024-07-05 12:20:28.670,card,58,37.72,Cocoa
2024-07-05,2024-07-05 13:43:43.134,card,40,32.82,Americano with Milk
2024-07-05,2024-07-05 13:44:43.829,card,347,32.82,Americano with Milk
2024-07-05,2024-07-05 18:55:56.308,card,348,23.02,Espresso
2024-07-05,2024-07-05 19:55:07.812,card,99,27.92,Americano
2024-07-05,2024-07-05 22:11:56.471,card,349,23.02,Espresso
2024-07-05,2024-07-05 22:18:03.324,card,350,27.92,Americano
2024-07-05,2024-07-05 22:18:56.945,card,350,27.92,Americano
2024-07-05,2024-07-05 22:20:01.149,card,351,37.72,Cappuccino
2024-07-05,2024-07-05 22:21:09.457,card,351,32.82,Americano with Milk
2024-07-06,2024-07-06 10:28:06.826,card,352,37.72,Latte
2024-07-06,2024-07-06 17:15:46.042,card,9,32.82,Latte
2024-07-06,2024-07-06 17:17:01.046,card,9,32.82,Latte
2024-07-06,2024-07-06 19:09:46.107,card,12,32.82,Latte
2024-07-06,2024-07-06 19:10:39.580,card,12,27.92,Americano with Milk
2024-07-07,2024-07-07 09:04:20.169,card,303,32.82,Cappuccino
2024-07-07,2024-07-07 09:14:29.225,card,353,27.92,Americano with Milk
2024-07-07,2024-07-07 09:15:36.815,card,353,27.92,Americano with Milk
2024-07-07,2024-07-07 09:28:48.876,card,354,32.82,Cappuccino
2024-07-07,2024-07-07 09:29:56.189,card,354,32.82,Cappuccino
2024-07-07,2024-07-07 14:56:30.193,card,355,32.82,Hot Chocolate
2024-07-07,2024-07-07 14:57:47.411,card,355,32.82,Cocoa
2024-07-07,2024-07-07 17:07:50.284,card,356,32.82,Latte
2024-07-07,2024-07-07 19:33:27.187,card,357,32.82,Cappuccino
2024-07-07,2024-07-07 20:01:31.653,card,358,32.82,Hot Chocolate
2024-07-07,2024-07-07 22:33:36.255,card,359,27.92,Americano with Milk
2024-07-08,2024-07-08 07:33:07.724,card,360,32.82,Latte
2024-07-08,2024-07-08 12:02:50.421,card,361,23.02,Americano
2024-07-08,2024-07-08 14:40:24.350,card,362,23.02,Americano
2024-07-08,2024-07-08 19:30:34.976,card,363,27.92,Americano with Milk
2024-07-08,2024-07-08 22:14:46.180,card,19,32.82,Latte
2024-07-09,2024-07-09 10:26:52.138,card,333,27.92,Americano with Milk
2024-07-09,2024-07-09 10:40:28.767,card,276,27.92,Americano with Milk
2024-07-09,2024-07-09 11:21:36.103,card,194,27.92,Americano with Milk
2024-07-09,2024-07-09 11:22:49.904,card,194,32.82,Cappuccino
2024-07-09,2024-07-09 16:42:59.535,card,364,27.92,Americano with Milk
2024-07-10,2024-07-10 11:10:41.690,card,365,23.02,Americano
2024-07-10,2024-07-10 12:28:53.659,card,366,27.92,Americano with Milk
2024-07-10,2024-07-10 22:13:10.049,card,328,32.82,Latte
2024-07-11,2024-07-11 11:27:27.562,card,367,32.82,Hot Chocolate
2024-07-11,2024-07-11 16:48:18.709,card,368,27.92,Americano with Milk
2024-07-11,2024-07-11 22:22:13.648,card,369,32.82,Latte
2024-07-11,2024-07-11 22:30:58.541,card,370,23.02,Americano
2024-07-12,2024-07-12 08:03:17.492,card,371,23.02,Cortado
2024-07-12,2024-07-12 11:48:33.381,card,372,32.82,Hot Chocolate
2024-07-12,2024-07-12 22:33:25.589,card,178,32.82,Hot Chocolate
2024-07-12,2024-07-12 22:34:14.307,card,177,32.82,Hot Chocolate
2024-07-12,2024-07-12 22:35:29.518,card,179,32.82,Hot Chocolate
2024-07-13,2024-07-13 10:38:10.273,card,365,32.82,Latte
2024-07-13,2024-07-13 11:41:38.089,card,365,32.82,Latte
2024-07-14,2024-07-14 10:54:24.307,card,373,23.02,Americano
2024-07-14,2024-07-14 10:55:30.525,card,373,27.92,Americano with Milk
2024-07-14,2024-07-14 10:56:30.251,card,373,32.82,Cappuccino
2024-07-14,2024-07-14 10:57:54.062,card,374,32.82,Latte
2024-07-14,2024-07-14 11:02:11.798,card,375,23.02,Americano
2024-07-14,2024-07-14 22:31:29.976,card,376,32.82,Latte
2024-07-15,2024-07-15 07:33:05.557,card,377,32.82,Cappuccino
2024-07-16,2024-07-16 12:23:37.467,card,378,27.92,Americano with Milk
2024-07-16,2024-07-16 19:29:25.485,card,367,32.82,Hot Chocolate
2024-07-17,2024-07-17 13:04:59.744,card,379,27.92,Americano with Milk
2024-07-18,2024-07-18 11:10:13.393,card,380,27.92,Americano with Milk
2024-07-18,2024-07-18 11:11:23.434,card,381,18.12,Espresso
2024-07-18,2024-07-18 11:32:59.624,card,59,23.02,Americano
2024-07-18,2024-07-18 11:34:48.437,card,59,23.02,Americano
2024-07-18,2024-07-18 11:35:51.505,card,59,23.02,Cortado
2024-07-18,2024-07-18 13:23:33.812,card,375,32.82,Latte
2024-07-18,2024-07-18 18:18:23.378,card,382,32.82,Cappuccino
2024-07-18,2024-07-18 19:30:50.562,card,9,32.82,Latte
2024-07-18,2024-07-18 21:19:41.814,card,383,32.82,Hot Chocolate
2024-07-18,2024-07-18 21:21:59.855,card,383,32.82,Latte
2024-07-18,2024-07-18 21:46:18.674,card,384,32.82,Latte
2024-07-19,2024-07-19 11:03:02.341,card,375,23.02,Americano
2024-07-19,2024-07-19 11:16:20.509,card,385,27.92,Americano with Milk
2024-07-19,2024-07-19 12:58:37.561,card,386,32.82,Latte
2024-07-19,2024-07-19 12:59:55.383,card,386,27.92,Americano with Milk
2024-07-19,2024-07-19 14:09:20.716,card,384,32.82,Latte
2024-07-19,2024-07-19 14:11:22.105,card,384,32.82,Cocoa
2024-07-19,2024-07-19 16:36:19.272,card,384,32.82,Latte
2024-07-19,2024-07-19 16:37:35.808,card,384,32.82,Latte
2024-07-20,2024-07-20 08:05:44.469,card,387,23.02,Americano
2024-07-20,2024-07-20 08:06:48.685,card,387,32.82,Latte
2024-07-20,2024-07-20 08:07:51.433,card,387,23.02,Americano
2024-07-20,2024-07-20 09:00:53.605,card,388,32.82,Latte
2024-07-20,2024-07-20 09:02:27.848,card,389,32.82,Latte
2024-07-20,2024-07-20 10:39:21.044,card,390,23.02,Americano
2024-07-20,2024-07-20 15:15:09.221,card,391,32.82,Latte
2024-07-21,2024-07-21 10:30:55.818,card,367,32.82,Cocoa
2024-07-21,2024-07-21 11:39:28.776,card,392,32.82,Cappuccino
2024-07-21,2024-07-21 13:34:30.849,card,393,23.02,Cortado
2024-07-21,2024-07-21 13:42:31.444,card,394,32.82,Latte
2024-07-22,2024-07-22 08:13:23.147,card,375,23.02,Americano
2024-07-22,2024-07-22 08:40:49.554,card,395,23.02,Americano
2024-07-22,2024-07-22 10:15:37.266,card,385,27.92,Americano with Milk
2024-07-22,2024-07-22 16:44:37.593,card,396,32.82,Latte
2024-07-23,2024-07-23 08:12:56.229,card,197,32.82,Latte
2024-07-23,2024-07-23 08:40:18.981,card,395,23.02,Americano
2024-07-23,2024-07-23 08:44:53.816,card,397,27.92,Americano with Milk
2024-07-23,2024-07-23 08:49:25.107,card,398,32.82,Cocoa
2024-07-23,2024-07-23 08:51:10.365,card,399,32.82,Latte
2024-07-23,2024-07-23 09:01:45.707,card,375,23.02,Americano
2024-07-23,2024-07-23 10:03:36.492,card,400,27.92,Americano with Milk
2024-07-23,2024-07-23 15:20:04.971,card,401,27.92,Americano with Milk
2024-07-23,2024-07-23 15:21:01.280,card,401,32.82,Latte
2024-07-23,2024-07-23 21:01:40.612,card,9,32.82,Latte
2024-07-23,2024-07-23 21:23:13.501,card,12,23.02,Americano
2024-07-23,2024-07-23 21:24:22.609,card,12,23.02,Americano
2024-07-24,2024-07-24 09:16:09.814,card,97,27.92,Americano with Milk
2024-07-24,2024-07-24 09:38:55.007,card,385,27.92,Americano with Milk
2024-07-24,2024-07-24 09:54:37.456,card,402,18.12,Espresso
2024-07-24,2024-07-24 11:43:53.121,card,379,32.82,Cappuccino
2024-07-24,2024-07-24 13:55:13.821,card,399,32.82,Latte
2024-07-24,2024-07-24 14:45:49.766,card,12,18.12,Espresso
2024-07-24,2024-07-24 15:18:30.522,card,9,32.82,Latte
