"ID";"CommonName";"SeriesAmount";"global_id";"FilmType";"FrameFormat";"Filmino";"Duration";"Year";"ProducingCountry";"FilmStudio";"IsColor";"AgeRestrictions";"CopyQuality";"DigitalVersion";
"Код";"Название";"Количество серий";"global_id";"Тип фильма";"Формат кадра";"Сведения о фильме";"Длительность";"Год выпуска";"Страна";"Студия";"Цветность";"Возрастные ограничения";"Категория качества копии";"Наличие электронной версии копии";
"1041";"Слушается дело о…";"1";"170805373";"анимационный";"широкоэкранный";"";"nested data";"1977";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1043";"Снегурка";"1";"170805375";"анимационный";"широкоэкранный";"кукольный";"nested data";"1969";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1044";"Снежные люди";"1";"170805376";"анимационный";"широкоэкранный";"кукольный";"nested data";"1971";"nested data";"nested data";"цветной";"0+";"1, 2";"нет";
"1045";"Сокровища затонувших кораблей";"1";"170805377";"анимационный";"широкоэкранный";"";"nested data";"1973";"nested data";"nested data";"цветной";"0+";"3";"нет";
"1046";"Солдат и сад";"1";"170805378";"анимационный";"широкоэкранный";"";"nested data";"1980";"nested data";"nested data";"цветной";"0+";"2";"нет";
"1047";"Солдатский кафтан";"1";"170805379";"анимационный";"широкоэкранный";"";"nested data";"1983";"nested data";"nested data";"цветной";"0+";"3";"нет";
"1048";"Солнечное зернышко";"1";"170805381";"анимационный";"широкоэкранный";"";"nested data";"1969";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1049";"Солнышко на нитке";"1";"170805382";"анимационный";"широкоэкранный";"кукольный";"nested data";"1977";"nested data";"nested data";"цветной";"0+";"2";"нет";
"1050";"Сон";"1";"170805383";"анимационный";"широкоэкранный";"";"nested data";"1988";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1051";"Соперники";"1";"170805384";"анимационный";"широкоэкранный";"";"nested data";"1968";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1052";"40? по ареометру";"1";"170805385";"анимационный";"широкоэкранный";"кукольный";"nested data";"1981";"nested data";"nested data";"цветной";"12+";"1, 2, 3";"нет";
"1053";"Спасибо";"1";"170805386";"анимационный";"широкоэкранный";"";"nested data";"1973";"nested data";"nested data";"цветной";"0+";"1, 2";"нет";
"1054";"Спасибо, аист!";"1";"170805388";"анимационный";"широкоэкранный";"";"nested data";"1978";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1055";"Стадион – шиворот навыворот";"1";"170805389";"анимационный";"широкоэкранный";"";"nested data";"1976";"nested data";"nested data";"цветной";"0+";"3";"нет";
"1056";"Старая игрушка";"1";"170805390";"анимационный";"широкоэкранный";"";"nested data";"1971";"nested data";"nested data";"цветной";"0+";"2";"нет";
"1057";"Старая лестница";"1";"170805391";"анимационный";"широкоэкранный";"";"nested data";"1985";"nested data";"nested data";"цветной";"0+";"1, 3";"нет";
"1058";"Старая пластинка";"1";"170805392";"анимационный";"широкоэкранный";"";"nested data";"1983";"nested data";"nested data";"цветной";"12+";"3";"нет";
"1060";"Старые заветы";"1";"170805395";"анимационный";"широкоэкранный";"";"nested data";"1968";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1061";"Старый дом";"1";"170805396";"анимационный";"широкоэкранный";"";"nested data";"1977";"nested data";"nested data";"цветной";"0+";"1, 2";"нет";
"1062";"Стойкий оловянный солдатик";"1";"170805397";"анимационный";"широкоэкранный";"";"nested data";"1976";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1063";"Странички календаря";"1";"170805398";"анимационный";"широкоэкранный";"";"nested data";"1965";"nested data";"nested data";"цветной";"0+";"3";"нет";
"1064";"Странная птица";"1";"170805399";"анимационный";"широкоэкранный";"";"nested data";"1969";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1065";"Страшная история";"1";"170805400";"анимационный";"широкоэкранный";"";"nested data";"1979";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1066";"Счастливый Григорий";"1";"170805401";"анимационный";"широкоэкранный";"";"nested data";"1987";"nested data";"nested data";"цветной";"0+";"1, 2, 3";"нет";
"1067";"Счастливый старт";"1";"170805403";"анимационный";"широкоэкранный";"";"nested data";"1989";"nested data";"nested data";"цветной";"0+";"1, 2";"нет";
"1068";"Сын камня";"1";"170805404";"анимационный";"широкоэкранный";"";"nested data";"1982";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1069";"Сын камня и Великан";"1";"170805405";"анимационный";"широкоэкранный";"";"nested data";"1986";"nested data";"nested data";"цветной";"0+";"1, 2, 3";"нет";
"1070";"Тайна желтого куста";"1";"170805406";"анимационный";"широкоэкранный";"";"nested data";"1982";"nested data";"nested data";"цветной";"0+";"2";"нет";
"1071";"Тайна запечного сверчка";"1";"170805407";"анимационный";"широкоэкранный";"кукольный";"nested data";"1977";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1072";"Тайна третьей планеты";"1";"170805408";"анимационный";"широкоэкранный";"";"nested data";"1981";"nested data";"nested data";"цветной";"0+";"3";"нет";
"1073";"Так сойдет!";"1";"170805409";"анимационный";"широкоэкранный";"";"nested data";"1981";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1074";"Талант и поклонники";"1";"170805411";"анимационный";"широкоэкранный";"";"nested data";"1978";"nested data";"nested data";"цветной";"0+";"3";"нет";
"1075";"Танцы кукол";"1";"170805412";"анимационный";"широкоэкранный";"";"nested data";"1985";"nested data";"nested data";"цветной";"0+";"1, 2, 3";"нет";
"1078";"Терехина таратайка";"1";"170805415";"анимационный";"широкоэкранный";"";"nested data";"1985";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1079";"Тигренок на подсолнухе";"1";"170805416";"анимационный";"широкоэкранный";"";"nested data";"1981";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1080";"Тир";"1";"170805417";"анимационный";"широкоэкранный";"";"nested data";"1979";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1081";"То ли птица, то ли зверь";"1";"170805418";"анимационный";"широкоэкранный";"";"nested data";"1984";"nested data";"nested data";"цветной";"0+";"2";"нет";
"1082";"Только для взрослых. Выпуск 1";"1";"170805419";"анимационный";"широкоэкранный";"";"nested data";"1971";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1083";"Только для взрослых. Выпуск 2";"1";"170805421";"анимационный";"широкоэкранный";"";"nested data";"1973";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1084";"Только для взрослых. Выпуск 3";"1";"170805422";"анимационный";"широкоэкранный";"";"nested data";"1974";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1085";"Топтыжка";"1";"170805423";"анимационный";"широкоэкранный";"";"nested data";"1964";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1086";"38 попугаев";"1";"170805424";"анимационный";"широкоэкранный";"";"nested data";"1976";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1087";"Три лягушонка";"1";"170805425";"анимационный";"широкоэкранный";"";"nested data";"1988";"nested data";"nested data";"цветной";"0+";"1, 2";"нет";
"1090";"Три новеллы";"1";"170805427";"анимационный";"широкоэкранный";"";"nested data";"1986";"nested data";"nested data";"цветной";"0+";"1, 2";"нет";
"1091";"Трое на острове";"1";"170805429";"анимационный";"широкоэкранный";"";"nested data";"1986";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1092";"Тяп, Ляп – маляры";"1";"170805430";"анимационный";"широкоэкранный";"кукольный";"nested data";"1984";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1093";"Уважаемый леший";"1";"170805431";"анимационный";"широкоэкранный";"кукольный";"nested data";"1988";"nested data";"nested data";"цветной";"0+";"1, 2, 3";"нет";
"1095";"Украденный месяц";"1";"170805433";"анимационный";"широкоэкранный";"";"nested data";"1969";"nested data";"nested data";"цветной";"0+";"2";"нет";
"1096";"Улыбка Леонардо да Винчи";"1";"170805434";"анимационный";"широкоэкранный";"";"nested data";"1986";"nested data";"nested data";"цветной";"12+";"1, 2";"нет";
"1097";"Умка";"1";"170805435";"анимационный";"широкоэкранный";"";"nested data";"1969";"nested data";"nested data";"цветной";"0+";"3";"нет";
"1098";"Умка ищет друга";"1";"170805436";"анимационный";"широкоэкранный";"";"nested data";"1970";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1099";"У попа была собака";"1";"170805438";"анимационный";"широкоэкранный";"";"nested data";"1983";"nested data";"nested data";"цветной";"0+";"2";"нет";
"1100";"Уступите мне дорогу";"1";"170805439";"анимационный";"широкоэкранный";"";"nested data";"1975";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1101";"Утенок, который не умел играть в футбол";"1";"170805440";"анимационный";"широкоэкранный";"";"nested data";"1972";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1103";"Фантик";"1";"170805442";"анимационный";"широкоэкранный";"";"nested data";"1975";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1104";"Фаэтон – сын солнца";"1";"170805443";"анимационный";"широкоэкранный";"";"nested data";"1973";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1106";"Фламандский мальчик";"1";"170805446";"анимационный";"широкоэкранный";"";"nested data";"1981";"nested data";"nested data";"цветной";"12+";"1";"нет";
"1107";"Фока – на все руки дока";"1";"170805447";"анимационный";"широкоэкранный";"";"nested data";"1972";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1108";"Футбольные звезды";"1";"170805448";"анимационный";"широкоэкранный";"";"nested data";"1975";"nested data";"nested data";"цветной";"0+";"3";"нет";
"1109";"Халиф – аист";"1";"170805449";"анимационный";"широкоэкранный";"";"nested data";"1981";"nested data";"nested data";"цветной";"12+";"3";"нет";
"1110";"Хвастливый мышонок";"1";"170805450";"анимационный";"широкоэкранный";"";"nested data";"1983";"nested data";"nested data";"цветной";"0+";"2";"нет";
"1111";"Хвосты";"1";"170805451";"анимационный";"широкоэкранный";"";"nested data";"1966";"nested data";"nested data";"цветной";"0+";"2";"нет";
"1112";"Хитрая ворона";"1";"170805452";"анимационный";"широкоэкранный";"";"nested data";"1980";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1113";"Хочу бодаться!";"1";"170805454";"анимационный";"широкоэкранный";"";"nested data";"1968";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1114";"Храбрец – удалец";"1";"170805455";"анимационный";"широкоэкранный";"";"nested data";"1976";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1115";"Цапля и журавль";"1";"170805456";"анимационный";"широкоэкранный";"";"nested data";"1974";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1116";"Цель";"1";"170805457";"анимационный";"широкоэкранный";"";"nested data";"1989";"nested data";"nested data";"цветной";"0+";"1, 2";"нет";
"1118";"Чебурашка";"1";"170805459";"анимационный";"широкоэкранный";"кукольный";"nested data";"1971";"nested data";"nested data";"цветной";"0+";"3";"нет";
"1119";"Чебурашка идет в школу";"1";"170805460";"анимационный";"широкоэкранный";"кукольный";"nested data";"1983";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1121";"Человек строит дом";"1";"170805462";"анимационный";"широкоэкранный";"";"nested data";"1974";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1122";"Человечки";"1";"170805463";"анимационный";"широкоэкранный";"";"nested data";"1978";"nested data";"nested data";"цветной";"12+";"1, 2";"нет";
"1123";"Черепашка";"1";"170805464";"анимационный";"широкоэкранный";"";"nested data";"1978";"nested data";"nested data";"цветной";"0+";"2";"нет";
"1124";"Черно-белое кино";"1";"170805465";"анимационный";"широкоэкранный";"кукольный";"nested data";"1984";"nested data";"nested data";"цветной";"0+";"1";"нет";
"1125";"Честное крокодильское";"1";"170805466";"анимационный";"широкоэкранный";"";"nested data";"1967";"nested data";"nested data";"цветной";"0+";"3";"нет";
"1127";"Что на что похоже";"1";"170805468";"анимационный";"широкоэкранный";"";"nested data";"1974";"nested data";"nested data";"цветной";"0+";"2";"нет";
"1129";"Чудеса среди бела дня";"1";"170805471";"анимационный";"широкоэкранный";"кукольный";"nested data";"1978";"nested data";"nested data";"цветной";"0+";"3";"нет";
"1130";"Чудеса техники";"1";"170805472";"анимационный";"широкоэкранный";"";"nested data";"1986";"nested data";"nested data";"цветной";"0+";"1, 2";"нет";
"1131";"Чужие следы";"1";"170805473";"анимационный";"широкоэкранный";"";"nested data";"1971";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1132";"Чуня";"1";"170805474";"анимационный";"широкоэкранный";"";"nested data";"1968";"nested data";"nested data";"цветной";"0+";"3";"нет";
"1554";"Кыш и Двапортфеля";"1";"170805478";"художественный";"широкоэкранный";"комедия";"nested data";"1974";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"1555";"Легенда";"1";"170805479";"художественный";"широкоэкранный";"военные приключения";"nested data";"1971";"nested data";"nested data";"цветной";"6+";"2, 3";"нет";
"1557";"Ленин в Октябре";"1";"170805481";"художественный";"широкоэкранный";"историко-биографический";"nested data";"1964";"nested data";"nested data";"чёрно-белый";"6+";"2, 3";"нет";
"1558";"Ленин в Париже";"1";"170805482";"художественный";"широкоэкранный";"историко-биографический";"nested data";"1981";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1560";"Ленин в 1918 г";"1";"170805484";"художественный";"широкоэкранный";"историко-биографический";"nested data";"1956";"nested data";"nested data";"чёрно-белый";"12+";"2, 3";"нет";
"1561";"Лермонтов";"1";"170805485";"художественный";"широкоэкранный";"историко-биографический";"nested data";"1986";"nested data";"nested data";"цветной";"0+";"1, 2";"нет";
"1562";"Лестница";"1";"170805486";"художественный";"широкоэкранный";"драма";"nested data";"1989";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1563";"Летаргия";"1";"170805487";"художественный";"широкоэкранный";"драма";"nested data";"1983";"nested data";"nested data";"цветной";"16+";"1, 2";"нет";
"1564";"Летят журавли";"1";"170805488";"художественный";"широкоэкранный";"военная мелодрама";"nested data";"1973";"nested data";"nested data";"чёрно-белый";"12+";"2";"нет";
"1567";"Ловкачи";"1";"170805491";"художественный";"широкоэкранный";"криминальная драма";"nested data";"1987";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1568";"Ловкач и Хиппоза";"1";"170805492";"художественный";"широкоэкранный";"приключенческий боевик";"nested data";"1990";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1569";"Любимое мое время";"1";"170805493";"художественный";"широкоэкранный";"анимация";"nested data";"1988";"nested data";"nested data";"цветной";"12+";"1, 2";"нет";
"1570";"Любовь земная";"1";"170805494";"художественный";"широкоэкранный";"мелодрама";"nested data";"1974";"nested data";"nested data";"цветной";"16+";"2, 3";"нет";
"1571";"Любовь и голуби";"1";"170805495";"художественный";"широкоэкранный";"комедия";"nested data";"1984";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1572";"Любовь моя, печаль моя";"1";"170805496";"художественный";"широкоэкранный";"сказка";"nested data";"1979";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1573";"Любовь Орлова";"1";"170805497";"художественный";"широкоэкранный";"документальный";"nested data";"1983";"nested data";"nested data";"цветной";"6+";"2, 3";"нет";
"1574";"Малахов курган";"1";"170805499";"художественный";"широкоэкранный";"военная драма";"nested data";"1964";"nested data";"nested data";"чёрно-белый";"12+";"1, 2";"нет";
"1575";"Малый театр и его мастера";"1";"170805500";"художественный";"широкоэкранный";"документальный";"nested data";"1952";"nested data";"nested data";"чёрно-белый";"6+";"1";"нет";
"1578";"Маскарад";"1";"170805503";"художественный";"широкоэкранный";"экранизация";"nested data";"1941";"nested data";"nested data";"чёрно-белый";"12+";"1, 2, 3";"нет";
"1584";"Мачеха";"1";"170805508";"художественный";"широкоэкранный";"мелодрама";"nested data";"1973";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1587";"Мелодии белой ночи";"1";"170805511";"художественный";"широкоэкранный";"мелодрама";"nested data";"1977";"nested data";"nested data";"цветной";"12+";"3";"нет";
"1588";"Мертвые души";"1";"170805513";"художественный";"широкоэкранный";"экранизация";"nested data";"1960";"nested data";"nested data";"чёрно-белый";"12+";"2, 3";"нет";
"1589";"Метель";"1";"170805514";"художественный";"широкоэкранный";"экранизация";"nested data";"1964";"nested data";"nested data";"цветной";"12+";"1";"нет";
"1592";"Мимино";"1";"170805517";"художественный";"широкоэкранный";"комедия";"nested data";"1977";"nested data";"nested data";"цветной";"6+";"2, 3";"нет";
"1593";"Мимо окон идут поезда";"1";"170805518";"художественный";"широкоэкранный";"комедия";"nested data";"1965";"nested data";"nested data";"чёрно-белый";"6+";"2";"нет";
"1594";"Минин и Пожарский";"1";"170805519";"художественный";"широкоэкранный";"историко-биографический";"nested data";"1939";"nested data";"nested data";"чёрно-белый";"0+";"2, 3";"нет";
"1596";"Мир входящему";"1";"170805521";"художественный";"широкоэкранный";"военная драма";"nested data";"1961";"nested data";"nested data";"чёрно-белый";"12+";"1, 2, 3";"нет";
"1597";"Мичман Панин";"1";"170805522";"художественный";"широкоэкранный";"историко-биографический";"nested data";"1960";"nested data";"nested data";"чёрно-белый";"12+";"1, 2";"нет";
"1598";"Мои университеты";"1";"170805523";"художественный";"широкоэкранный";"экранизация";"nested data";"1939";"nested data";"nested data";"чёрно-белый";"6+";"1, 2";"нет";
"1599";"Мой дом - театр (Страницы жизни)";"1";"170805524";"художественный";"широкоэкранный";"историко-биографический";"nested data";"1975";"nested data";"nested data";"цветной";"12+";"1";"нет";
"1600";"Мой избранник";"1";"170805525";"художественный";"широкоэкранный";"комедия";"nested data";"1984";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1603";"Москва. Голоса ускользающих истин";"1";"170805528";"художественный";"широкоэкранный";"мелодрама";"nested data";"2008";"nested data";"nested data";"цветной";"12+";"1";"да";
"1604";"Москва слезам не верит 2 серии";"2";"170805529";"художественный";"широкоэкранный";"мелодрама";"nested data";"1979";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1606";"Мужики!";"1";"170805531";"художественный";"широкоэкранный";"мелодрама";"nested data";"1981";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1607";"Мужские портреты 2 серии";"2";"170805532";"художественный";"широкоэкранный";"драма";"nested data";"1988";"nested data";"nested data";"цветной";"12+";"1";"нет";
"1611";"Мы веселы, счастливы, талантливы";"1";"170805536";"художественный";"широкоэкранный";"драма";"nested data";"1987";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1613";"Мы из Кронштадта";"1";"170805537";"художественный";"широкоэкранный";"исторический";"nested data";"1936";"nested data";"nested data";"чёрно-белый";"12+";"1";"нет";
"1614";"Мы, русский народ";"1";"170805538";"художественный";"широкоэкранный";"военно-историческая драма";"nested data";"1966";"nested data";"nested data";"цветной";"12+";"3";"нет";
"1615";"Набат на рассвете";"1";"170805539";"художественный";"широкоэкранный";"драма";"nested data";"1985";"nested data";"nested data";"цветной";"12+";"1, 2";"нет";
"1617";"Надежда и опора";"1";"170805542";"художественный";"широкоэкранный";"мелодрама";"nested data";"1982";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1620";"Над Тисой";"1";"170805545";"художественный";"широкоэкранный";"приключенческий детектив";"nested data";"1958";"nested data";"nested data";"чёрно-белый";"6+";"2, 3";"нет";
"1621";"На исходе ночи 2 серии";"2";"170805546";"художественный";"широкоэкранный";"военная драма";"nested data";"1987";"nested data";"nested data";"цветной";"16+";"1, 2";"нет";
"1622";"Накануне";"1";"170805547";"художественный";"широкоэкранный";"экранизация";"nested data";"1959";"nested data";"nested data";"чёрно-белый";"12+";"2";"нет";
"1623";"Нам не дано предугадать";"1";"170805548";"художественный";"широкоэкранный";"драма";"nested data";"1984";"nested data";"nested data";"цветной";"12+";"1, 2, 3";"нет";
"1624";"На пути к Ленину";"1";"170805549";"художественный";"широкоэкранный";"исторический";"nested data";"1970";"nested data";"nested data";"чёрно-белый";"12+";"1, 2";"нет";
"1625";"Нас венчали не в церкви";"1";"170805550";"художественный";"широкоэкранный";"мелодрама";"nested data";"1982";"nested data";"nested data";"цветной";"6+";"1, 2";"нет";
"1628";"Нахаленок";"1";"170805553";"художественный";"широкоэкранный";"экранизация";"nested data";"1962";"nested data";"nested data";"чёрно-белый";"6+";"2, 3";"нет";
"1629";"Начало неведомого века Киноальманах";"1";"170805554";"художественный";"широкоэкранный";"историческая драма";"nested data";"1987";"nested data";"nested data";"чёрно-белый";"12+";"1";"нет";
"1630";"Начни сначала";"1";"170805555";"художественный";"широкоэкранный";"музыкальная драма";"nested data";"1986";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1632";"Небо Москвы";"1";"170805557";"художественный";"широкоэкранный";"военная драма";"nested data";"1944";"nested data";"nested data";"чёрно-белый";"12+";"2, 3";"нет";
"1633";"Не будите спящую собаку";"1";"170805559";"художественный";"широкоэкранный";"криминальная комедия";"nested data";"1991";"nested data";"nested data";"цветной";"16+";"1, 2";"нет";
"1639";"Неотправленное письмо";"1";"170805563";"художественный";"широкоэкранный";"драма";"nested data";"1960";"nested data";"nested data";"чёрно-белый";"6+";"1, 2";"нет";
"1640";"Неподдающиеся";"1";"170805564";"художественный";"широкоэкранный";"комедия";"nested data";"1959";"nested data";"nested data";"чёрно-белый";"6+";"3";"нет";
"1643";"Несколько дней из жизни И.И.Обломова";"1";"170805567";"художественный";"широкоэкранный";"экранизация";"nested data";"1979";"nested data";"nested data";"цветной";"6+";"3";"нет";
"1645";"Неуловимые мстители";"1";"170805569";"художественный";"широкоэкранный";"приключения";"nested data";"1967";"nested data";"nested data";"цветной";"6+";"3";"нет";
"1649";"Новые похождения Швейка";"1";"170805572";"художественный";"широкоэкранный";"военная комедия";"nested data";"1943";"nested data";"nested data";"чёрно-белый";"6+";"2, 3";"нет";
"1651";"Нормандия – Неман";"1";"170805575";"художественный";"широкоэкранный";"военная комедия";"nested data";"1960";"nested data";"nested data";"чёрно-белый";"12+";"2";"нет";
"1652";"Ночной экипаж";"1";"170805576";"художественный";"широкоэкранный";"криминальная драма";"nested data";"1987";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1655";"Оглянись";"1";"170805578";"художественный";"широкоэкранный";"драма";"nested data";"1983";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1656";"Огненные версты";"1";"170805579";"художественный";"широкоэкранный";"приключенческий детектив";"nested data";"1957";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1660";"Опасно для жизни";"1";"170805583";"художественный";"широкоэкранный";"комедия";"nested data";"1985";"nested data";"nested data";"цветной";"0+";"2";"нет";
"1661";"Опасные друзья";"1";"170805584";"художественный";"широкоэкранный";"криминальная драма";"nested data";"1979";"nested data";"nested data";"цветной";"6+";"2, 3";"нет";
"1662";"Опекун";"1";"170805585";"художественный";"широкоэкранный";"комедия";"nested data";"1970";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1663";"Операция «Трест» 3 серии";"3";"170805586";"художественный";"широкоэкранный";"приключенческая драма";"nested data";"1970";"nested data";"nested data";"чёрно-белый";"12+";"1, 2, 3";"нет";
"1664";"Оптимистическая трагедия";"1";"170805588";"художественный";"широкоэкранный";"экранизация";"nested data";"1963";"nested data";"nested data";"чёрно-белый";"12+";"1";"нет";
"1667";"Освобождение Фильм 3 «Направление главного удара» 2 серии";"2";"170805591";"художественный";"широкоэкранный";"военная драма";"nested data";"1971";"nested data";"nested data";"цветной";"12+";"3";"нет";
"1668";"Освобождение Фильм 4 «Битва за Берлин»";"1";"170805592";"художественный";"широкоэкранный";"военная драма";"nested data";"1971";"nested data";"nested data";"цветной";"12+";"3";"нет";
"1669";"Освобождение Фильм 5 «Последний штурм»";"1";"170805593";"художественный";"широкоэкранный";"военная драма";"nested data";"1971";"nested data";"nested data";"цветной";"12+";"3";"нет";
"1672";"Осень";"1";"170805597";"художественный";"широкоэкранный";"мелодрама";"nested data";"1974";"nested data";"nested data";"цветной";"16+";"1, 2, 3";"нет";
"1673";"Осень, Чертаново";"1";"170805598";"художественный";"широкоэкранный";"криминальная драма";"nested data";"1988";"nested data";"nested data";"цветной";"16+";"1, 2";"нет";
"1674";"Особо важное задание 2 серии";"2";"170805599";"художественный";"широкоэкранный";"военная мелодрама";"nested data";"1980";"nested data";"nested data";"цветной";"12+";"3";"нет";
"1676";"Особых примет нет 2 серии";"2";"170805601";"художественный";"широкоэкранный";"историко-биографический";"nested data";"1978";"nested data";"nested data";"цветной";"6+";"2, 3";"нет";
"1677";"Остановился поезд";"1";"170805603";"художественный";"широкоэкранный";"драма";"nested data";"1982";"nested data";"nested data";"цветной";"6+";"2";"нет";
"1679";"Ответный ход";"1";"170805605";"художественный";"широкоэкранный";"приключения";"nested data";"1981";"nested data";"nested data";"цветной";"6+";"1";"нет";
"1680";"Отелло";"1";"170805606";"художественный";"широкоэкранный";"экранизация";"nested data";"1956";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1681";"Отец и сын 2 серии";"1";"170805607";"художественный";"широкоэкранный";"экранизация";"nested data";"1979";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1682";"От зарплаты до зарплаты";"1";"170805608";"художественный";"широкоэкранный";"драма";"nested data";"1986";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1683";"От 7 до 12 (Киноальманах)";"1";"170805609";"художественный";"широкоэкранный";"комедия";"nested data";"1965";"nested data";"nested data";"цветной";"0+";"2";"нет";
"1686";"Отче наш";"1";"170805613";"художественный";"широкоэкранный";"военная драма";"nested data";"1989";"nested data";"nested data";"цветной";"6+";"2";"нет";
"1687";"Очень верная жена";"1";"170805614";"художественный";"широкоэкранный";"мелодрама";"nested data";"1992";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1688";"Очная ставка";"1";"170805615";"художественный";"широкоэкранный";"детектив";"nested data";"1986";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1693";"Первая девушка";"1";"170805621";"художественный";"широкоэкранный";"приключения";"nested data";"1968";"nested data";"nested data";"чёрно-белый";"12+";"2";"нет";
"1697";"Первый курьер";"1";"170805625";"художественный";"широкоэкранный";"исторический";"nested data";"1967";"nested data";"nested data";"чёрно-белый";"12+";"1";"нет";
"1698";"Первый учитель";"1";"170805626";"художественный";"широкоэкранный";"экранизация";"nested data";"1965";"nested data";"nested data";"чёрно-белый";"16+";"1, 2";"нет";
"1699";"Перехват";"1";"170805628";"художественный";"широкоэкранный";"боевик";"nested data";"1987";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1700";"Песни моря";"1";"170805629";"художественный";"широкоэкранный";"музыкальная комедия";"nested data";"1970";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1705";"Пилоты";"1";"170805634";"художественный";"широкоэкранный";"военные приключения";"nested data";"1988";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"1706";"Площадь Восстания";"1";"170805636";"художественный";"широкоэкранный";"исторический";"nested data";"1985";"nested data";"nested data";"цветной";"12+";"1";"нет";
"1707";"Плюмбум, или Опасная игра";"1";"170805637";"художественный";"широкоэкранный";"драма";"nested data";"1986";"nested data";"nested data";"цветной";"12+";"1, 2";"нет";
"1708";"Победа Фильм 1 «Время надежд»";"1";"170805638";"художественный";"широкоэкранный";"военная драма";"nested data";"1985";"nested data";"nested data";"цветной";"12+";"1, 3";"нет";
"1709";"Победа Фильм 2 «Время тревог»";"1";"170805639";"художественный";"широкоэкранный";"военная драма";"nested data";"1985";"nested data";"nested data";"цветной";"12+";"1, 3";"нет";
"1711";"Повесть о неизвестном актере";"1";"170805641";"художественный";"широкоэкранный";"драма";"nested data";"1976";"nested data";"nested data";"цветной";"12+";"2";"нет";
"1713";"Повторная свадьба";"1";"170805644";"художественный";"широкоэкранный";"мелодрама";"nested data";"1975";"nested data";"nested data";"цветной";"12+";"3";"нет";
