"ID";"CommonName";"SeriesAmount";"global_id";"FilmType";"FrameFormat";"Filmino";"Duration";"Year";"ProducingCountry";"FilmStudio";"IsColor";"AgeRestrictions";"CopyQuality";"DigitalVersion";
"Код";"Название";"Количество серий";"global_id";"Тип фильма";"Формат кадра";"Сведения о фильме";"Длительность";"Год выпуска";"Страна";"Студия";"Цветность";"Возрастные ограничения";"Категория качества копии";"Наличие электронной версии копии";
"2208";"Нежданный гость";"1";"4126455";"художественный";"широкоэкранный";"военная мелодрама";"nested data";"1972";"nested data";"nested data";"цветной";"12+";"3";"нет";
"2219";"Не хочу быть взрослым";"1";"4126457";"художественный";"широкоэкранный";"комедия";"nested data";"1982";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"2267";"Падение Кондора";"1";"4126465";"художественный";"широкоэкранный";"драма";"nested data";"1982";"nested data";"nested data";"цветной";"16+";"3";"нет";
"381";"России сердце не забудет";"1";"170804749";"документальный";"широкоэкранный";"документальный";"nested data";"1978";"nested data";"nested data";"цветной";"12+";"2";"нет";
"382";"Ростов Великий";"1";"170804750";"документальный";"широкоэкранный";"документальный";"nested data";"1984";"nested data";"nested data";"цветной";"12+";"1, 3";"нет";
"383";"Ростовский Кремль";"1";"170804751";"документальный";"широкоэкранный";"документальный";"nested data";"1964";"nested data";"nested data";"цветной";"12+";"3";"нет";
"384";"Русская балалайка";"1";"170804752";"документальный";"широкоэкранный";"документальный";"nested data";"1981";"nested data";"nested data";"цветной";"6+";"2, 3";"нет";
"385";"Русские песни";"1";"170804753";"документальный";"широкоэкранный";"документальный";"nested data";"1967";"nested data";"nested data";"чёрно-белый";"6+";"2";"нет";
"386";"Рядом с солдатом";"1";"170804755";"документальный";"широкоэкранный";"документальный";"nested data";"1975";"nested data";"nested data";"чёрно-белый";"12+";"2";"нет";
"387";"Самое массовое из искусств";"1";"170804756";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1983";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"388";"Севернее – только Северный Полюс";"1";"170804757";"документальный";"широкоэкранный";"документальный";"nested data";"1977";"nested data";"nested data";"цветной";"12+";"2";"нет";
"389";"Сергей Михалков";"1";"170804758";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1974";"nested data";"nested data";"чёрно-белый";"12+";"2";"нет";
"390";"Сержант Фетисов";"1";"170804759";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1961";"nested data";"nested data";"чёрно-белый";"12+";"2, 3";"нет";
"391";"Синема в России";"1";"170804760";"документальный";"широкоэкранный";"документальный";"nested data";"1979";"nested data";"nested data";"чёрно-белый";"12+";"1";"нет";
"393";"Сказочный мир Александра Птушко";"1";"170804761";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1988";"nested data";"nested data";"цветной";"12+";"1";"нет";
"394";"Сказы матушки Фроси о Дивеевском монастыре";"1";"170804763";"документальный";"широкоэкранный";"документальный";"nested data";"1989";"nested data";"nested data";"цветной";"12+";"2";"нет";
"396";"Слово о мире и войне";"1";"170804765";"документальный";"широкоэкранный";"документальный";"nested data";"1971";"nested data";"nested data";"чёрно-белый";"12+";"2";"нет";
"397";"Слово о подземном гарнизоне";"1";"170804766";"документальный";"широкоэкранный";"документальный";"nested data";"1974";"nested data";"nested data";"цветной";"12+";"2";"нет";
"398";"Слово о поле Куликовом";"1";"170804767";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1980";"nested data";"nested data";"цветной";"12+";"2";"нет";
"401";"Слушайте революцию";"1";"170804771";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1987";"nested data";"nested data";"цветной";"12+";"1";"нет";
"403";"Солдат";"1";"170804772";"документальный";"широкоэкранный";"документальный";"nested data";"1982";"nested data";"nested data";"чёрно-белый";"12+";"1";"нет";
"404";"Солдатам Родины посвящается";"1";"170804773";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1987";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"405";"Солдаты";"1";"170804774";"документальный";"широкоэкранный";"документальный";"nested data";"1989";"nested data";"nested data";"цветной";"12+";"1";"нет";
"406";"Солдаты Мира";"1";"170804775";"документальный";"широкоэкранный";"документальный";"nested data";"1969";"nested data";"nested data";"чёрно-белый";"12+";"2";"нет";
"407";"Солдаты Орловы";"1";"170804776";"документальный";"широкоэкранный";"документальный";"nested data";"1985";"nested data";"nested data";"цветной";"12+";"1";"нет";
"408";"Соната для Гитлера";"1";"170804778";"документальный";"широкоэкранный";"документальный";"nested data";"1989";"nested data";"nested data";"цветной";"12+";"1";"нет";
"409";"СПИД: тень над планетой";"1";"170804779";"документальный";"широкоэкранный";"документальный";"nested data";"1988";"nested data";"nested data";"цветной";"12+";"2";"нет";
"410";"Станиславский";"1";"170804780";"документальный";"широкоэкранный";"";"nested data";"1962";"nested data";"nested data";"чёрно-белый";"12+";"2";"нет";
"411";"Суд народов";"1";"170804781";"документальный";"широкоэкранный";"документальный";"nested data";"1962";"nested data";"nested data";"чёрно-белый";"12+";"1";"нет";
"413";"Тайна птицы Сирин";"1";"170804782";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1983";"nested data";"nested data";"цветной";"12+";"1, 2";"нет";
"415";"Творцы отечественного оружия";"1";"170804785";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1982";"nested data";"nested data";"цветной";"12+";"2";"нет";
"416";"Театр, чуждый народу";"1";"170804786";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1989";"nested data";"nested data";"цветной";"12+";"1";"нет";
"417";"Тихий голос академика Сахарова";"1";"170804787";"документальный";"широкоэкранный";"документальный";"nested data";"1990";"nested data";"nested data";"цветной";"12+";"2";"нет";
"418";"«Тихий Дон» За строкой романа";"1";"170804788";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1980";"nested data";"nested data";"чёрно-белый";"12+";"1";"нет";
"419";"Товарищ Красин уполномочен";"1";"170804789";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1986";"nested data";"nested data";"цветной";"12+";"1";"нет";
"422";"Тропы Кавказа";"1";"170804791";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1981";"nested data";"nested data";"цветной";"12+";"2";"нет";
"425";"1000 лет и 3 дня";"1";"170804793";"документальный";"широкоэкранный";"документальный";"nested data";"1988";"nested data";"nested data";"цветной";"12+";"1";"нет";
"428";"У истоков Советского кино";"1";"170804795";"документальный";"широкоэкранный";"документальный";"nested data";"1979";"nested data";"nested data";"цветной";"12+";"2";"нет";
"429";"У истоков советской культуры";"1";"170804796";"документальный";"широкоэкранный";"документальный";"nested data";"1983";"nested data";"nested data";"цветной";"12+";"1, 2";"нет";
"431";"Учитель Антону Семеновичу Макаренко посвящается Антону Семеновичу Макаренко посвящается";"1";"170804797";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1988";"nested data";"nested data";"чёрно-белый";"12+";"1";"нет";
"432";"Федор Достоевский Штрихи к кинопортрету";"1";"170804798";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1980";"nested data";"nested data";"чёрно-белый";"12+";"1, 2, 3";"нет";
"434";"Феномены";"1";"170804800";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1990";"nested data";"nested data";"цветной";"12+";"1";"нет";
"435";"Фехтование Олимпиада-80";"1";"170804801";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1981";"nested data";"nested data";"цветной";"12+";"2";"нет";
"436";"Фронтовики, наденьте ордена";"1";"170804802";"документальный";"широкоэкранный";"документальный";"nested data";"1970";"nested data";"nested data";"чёрно-белый";"12+";"2";"нет";
"437";"Халхин-Гол, год 1939";"1";"170804803";"документальный";"широкоэкранный";"документальный";"nested data";"1979";"nested data";"nested data";"чёрно-белый";"12+";"1, 2";"нет";
"438";"Халхин-Гол: необъявленная война";"1";"170804804";"документальный";"широкоэкранный";"документальный";"nested data";"1984";"nested data";"nested data";"чёрно-белый";"12+";"1";"нет";
"439";"Хлеб Дом Хозяин";"1";"170804805";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1988";"nested data";"nested data";"цветной";"12+";"1";"нет";
"440";"Хождения Ерофея Хабарова";"1";"170804806";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1983";"nested data";"nested data";"цветной";"12+";"2";"нет";
"442";"Храм";"1";"170804807";"документальный";"широкоэкранный";"документальный";"nested data";"1988";"nested data";"nested data";"цветной";"12+";"1, 2, 3";"нет";
"444";"Хроника лунных ночей";"1";"170804808";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1983";"nested data";"nested data";"цветной";"12+";"2";"нет";
"446";"Художник А Саврасов";"1";"170804810";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1955";"nested data";"nested data";"цветной";"12+";"1";"нет";
"447";"Художник Борис Щербаков";"1";"170804811";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1986";"nested data";"nested data";"цветной";"12+";"2";"нет";
"448";"Художник Гуттузо";"1";"170804812";"документальный";"широкоэкранный";"документальный";"nested data";"1974";"nested data";"nested data";"цветной";"12+";"2";"нет";
"449";"Художник и время Портрет Героя Социалистического Труда народного артиста СССР И.Е. Хейфица";"1";"170804813";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1986";"nested data";"nested data";"цветной";"12+";"1";"нет";
"451";"Художник М Греков";"1";"170804815";"документальный";"широкоэкранный";"документальный";"nested data";"1983";"nested data";"nested data";"цветной";"12+";"1, 2";"нет";
"452";"Художник П Корин";"1";"170804816";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1963";"nested data";"nested data";"цветной";"12+";"2";"нет";
"453";"Художник Петров-Водкин";"1";"170804817";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1967";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"455";"Черный квадрат";"1";"170804819";"документальный";"широкоэкранный";"документальный";"nested data";"1988";"nested data";"nested data";"цветной";"12+";"1";"нет";
"456";"Что такое хорошо и что такое плохо?";"1";"170804820";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1989";"nested data";"nested data";"цветной";"12+";"1";"нет";
"457";"Чукоккола";"1";"170804821";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1969";"nested data";"nested data";"чёрно-белый";"12+";"1, 2";"нет";
"458";"Шедевры французской живописи в Москве";"1";"170804823";"документальный";"широкоэкранный";"документальный";"nested data";"1971";"nested data";"nested data";"цветной";"12+";"3";"нет";
"459";"Шел солдат";"1";"170804824";"документальный";"широкоэкранный";"документальный";"nested data";"1975";"nested data";"nested data";"чёрно-белый";"12+";"1, 2";"нет";
"460";"Шостакович - композитор и время";"1";"170804825";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1981";"nested data";"nested data";"чёрно-белый";"12+";"1";"нет";
"462";"Эйзенштейн, Мексика, 1931";"1";"170804826";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1968";"nested data";"nested data";"чёрно-белый";"12+";"2";"нет";
"465";"Эсфирь Шуб крупным планом";"1";"170804827";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1972";"nested data";"nested data";"чёрно-белый";"12+";"2, 3";"нет";
"466";"Этот день Победы";"1";"170804829";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1984";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"467";"Юбилей";"1";"170804830";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1988";"nested data";"nested data";"цветной";"12+";"1";"нет";
"468";"Ю.В. Андропов Страницы жизни";"1";"170804831";"документальный";"широкоэкранный";"документальный";"nested data";"1985";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"469";"Юрий Любимов Пять лет спустя";"1";"170804832";"документальный";"широкоэкранный";"документальный";"nested data";"1988";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"470";"Я бью войну (художник В.В. Верещагин)";"1";"170804833";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1986";"nested data";"nested data";"цветной";"12+";"1, 2";"нет";
"472";"Я песню о Руси сложил";"1";"170804835";"документальный";"широкоэкранный";"документальный";"nested data";"1976";"nested data";"nested data";"чёрно-белый";"12+";"2";"нет";
"473";"Я послал тебе бересту";"1";"170804836";"документальный";"широкоэкранный";"научно-популярный";"nested data";"1970";"nested data";"nested data";"чёрно-белый";"12+";"2";"нет";
"474";"Япония: о прошлом – во имя будущего";"1";"170804838";"документальный";"широкоэкранный";"документальный";"nested data";"1975";"nested data";"nested data";"чёрно-белый";"12+";"2, 3";"нет";
"475";"Ярославский портрет";"1";"170804839";"документальный";"широкоэкранный";"документальный";"nested data";"1985";"nested data";"nested data";"цветной";"12+";"2";"нет";
"476";"А вдруг получится";"1";"170804840";"анимационный";"широкоэкранный";"кукольный";"nested data";"1978";"nested data";"nested data";"цветной";"0+";"3";"нет";
"477";"Аве Мария";"1";"170804841";"анимационный";"широкоэкранный";"";"nested data";"1972";"nested data";"nested data";"цветной";"12+";"2";"нет";
"478";"Аврора";"1";"170804842";"анимационный";"широкоэкранный";"кукольный";"nested data";"1973";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"479";"Аистенок в клеточку";"1";"170804843";"анимационный";"широкоэкранный";"";"nested data";"1980";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"481";"Академик Иванов";"1";"170804845";"анимационный";"широкоэкранный";"";"nested data";"1987";"nested data";"nested data";"цветной";"0+";"1, 2, 3";"нет";
"482";"Аленький цветочек";"1";"170804846";"анимационный";"широкоэкранный";"";"nested data";"1952";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"483";"Алло! Вас слышу!";"1";"170804847";"анимационный";"широкоэкранный";"";"nested data";"1971";"nested data";"nested data";"цветной";"12+";"2";"нет";
"484";"Антарктида (Рассказы старого моряка)";"1";"170804848";"анимационный";"широкоэкранный";"";"nested data";"1972";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"485";"Ара, бара, пух! 35 мм";"1";"170804849";"анимационный";"широкоэкранный";"";"nested data";"1986";"nested data";"nested data";"цветной";"0+";"1, 2, 3";"нет";
"486";"Аргонавты";"1";"170804850";"анимационный";"широкоэкранный";"";"nested data";"1972";"nested data";"nested data";"цветной";"0+";"3";"нет";
"487";"Архангельские новеллы. Фильм 1";"1";"170804851";"анимационный";"широкоэкранный";"";"nested data";"1986";"nested data";"nested data";"цветной";"0+";"2";"нет";
"488";"А что ты умеешь? 35 мм";"1";"170804853";"анимационный";"широкоэкранный";"";"nested data";"1985";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"489";"Баба Яга против! Выпуск 1";"1";"170804854";"анимационный";"широкоэкранный";"";"nested data";"1979";"nested data";"nested data";"цветной";"0+";"3";"нет";
"490";"Баба Яга против! Выпуск 2";"1";"170804855";"анимационный";"широкоэкранный";"";"nested data";"1980";"nested data";"nested data";"цветной";"0+";"3";"нет";
"491";"Баба Яга против! Выпуск 3";"1";"170804856";"анимационный";"широкоэкранный";"";"nested data";"1980";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"492";"Бабочка";"1";"170804857";"анимационный";"широкоэкранный";"";"nested data";"1972";"nested data";"nested data";"цветной";"0+";"2";"нет";
"493";"Ба-буш-ка";"1";"170804858";"анимационный";"широкоэкранный";"";"nested data";"1982";"nested data";"nested data";"цветной";"0+";"2";"нет";
"494";"Бабушка удава";"1";"170804859";"анимационный";"широкоэкранный";"кукольный";"nested data";"1978";"nested data";"nested data";"цветной";"0+";"3";"нет";
"495";"Бабушкин зонтик";"1";"170804860";"анимационный";"широкоэкранный";"кукольный";"nested data";"1969";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"496";"Балаган";"1";"170804862";"анимационный";"широкоэкранный";"кукольный";"nested data";"1981";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"497";"Балерина на корабле";"1";"170804863";"анимационный";"широкоэкранный";"";"nested data";"1970";"nested data";"nested data";"цветной";"12+";"2";"нет";
"498";"Банкет";"1";"170804864";"анимационный";"широкоэкранный";"";"nested data";"1986";"nested data";"nested data";"цветной";"12+";"1, 2, 3";"нет";
"499";"Бедная Лиза";"1";"170804865";"анимационный";"широкоэкранный";"кукольный";"nested data";"1978";"nested data";"nested data";"цветной";"12+";"1, 2";"нет";
"500";"Бедокуры";"1";"170804866";"анимационный";"широкоэкранный";"";"nested data";"1982";"nested data";"nested data";"цветной";"0+";"3";"нет";
"501";"Бездомные домовые";"1";"170804867";"анимационный";"широкоэкранный";"кукольный";"nested data";"1982";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"502";"Без этого нельзя";"1";"170804868";"анимационный";"широкоэкранный";"";"nested data";"1972";"nested data";"nested data";"цветной";"0+";"3";"нет";
"503";"Белая трава";"1";"170804869";"анимационный";"широкоэкранный";"";"nested data";"1988";"nested data";"nested data";"цветной";"12+";"1, 2, 3";"нет";
"504";"Белая шкурка";"1";"170804871";"анимационный";"широкоэкранный";"кукольный";"nested data";"1968";"nested data";"nested data";"цветной";"0+";"1, 2, 3";"нет";
"505";"Бибигон";"1";"170804872";"анимационный";"широкоэкранный";"";"nested data";"1982";"nested data";"nested data";"цветной";"0+";"3";"нет";
"506";"Бобик в гостях у Барбоса";"1";"170804873";"анимационный";"широкоэкранный";"";"nested data";"1977";"nested data";"nested data";"цветной";"0+";"3";"нет";
"507";"Богатырская каша";"1";"170804874";"анимационный";"широкоэкранный";"";"nested data";"1987";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"508";"Большая эстафета";"1";"170804875";"анимационный";"широкоэкранный";"";"nested data";"1980";"nested data";"nested data";"цветной";"0+";"1, 2";"нет";
"509";"Большой подземный бал";"1";"170804876";"анимационный";"широкоэкранный";"кукольный";"nested data";"1987";"nested data";"nested data";"цветной";"0+";"2";"нет";
"510";"Боцман и попугай, Выпуск 1";"1";"170804877";"анимационный";"широкоэкранный";"кукольный";"nested data";"1982";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"511";"Боцман и попугай, Выпуск 2";"1";"170804879";"анимационный";"широкоэкранный";"кукольный";"nested data";"1984";"nested data";"nested data";"цветной";"0+";"2";"нет";
"512";"Боцман и попугай, Выпуск 3";"1";"170804880";"анимационный";"широкоэкранный";"кукольный";"nested data";"1985";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"513";"Боцман и попугай, Выпуск 4";"1";"170804881";"анимационный";"широкоэкранный";"кукольный";"nested data";"1986";"nested data";"nested data";"цветной";"0+";"1, 2, 3";"нет";
"514";"Боцман и попугай, Выпуск 5";"1";"170804882";"анимационный";"широкоэкранный";"кукольный";"nested data";"1987";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"515";"Брак";"1";"170804883";"анимационный";"широкоэкранный";"";"nested data";"1987";"nested data";"nested data";"цветной";"12+";"2";"нет";
"516";"Бременские музыканты";"1";"170804884";"анимационный";"широкоэкранный";"";"nested data";"1969";"nested data";"nested data";"цветной";"0+";"3";"нет";
"517";"Брэк!";"1";"170804886";"анимационный";"широкоэкранный";"кукольный";"nested data";"1985";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"518";"Будь здоров!";"1";"170804887";"анимационный";"широкоэкранный";"кукольный";"nested data";"1982";"nested data";"nested data";"цветной";"0+";"2";"нет";
"519";"Будь здоров, зеленый лес";"1";"170804888";"анимационный";"широкоэкранный";"кукольный";"nested data";"1976";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"520";"Букет";"1";"170804889";"анимационный";"широкоэкранный";"";"nested data";"1966";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"521";"Быль – небылица";"1";"170804890";"анимационный";"широкоэкранный";"";"nested data";"1970";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"522";"Вагончик";"1";"170804891";"анимационный";"широкоэкранный";"кукольный";"nested data";"1978";"nested data";"nested data";"цветной";"0+";"2";"нет";
"523";"Ваня Датский";"1";"170804892";"анимационный";"широкоэкранный";"кукольный";"nested data";"1974";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"524";"Ваня и крокодил";"1";"170804893";"анимационный";"широкоэкранный";"кукольный";"nested data";"1985";"nested data";"nested data";"цветной";"0+";"2";"нет";
"525";"Варежка";"1";"170804895";"анимационный";"широкоэкранный";"кукольный";"nested data";"1967";"nested data";"nested data";"цветной";"0+";"3";"нет";
"526";"Василёк";"1";"170804896";"анимационный";"широкоэкранный";"";"nested data";"1973";"nested data";"nested data";"цветной";"0+";"2";"нет";
"527";"Василиса Микулишна";"1";"170804897";"анимационный";"широкоэкранный";"";"nested data";"1975";"nested data";"nested data";"цветной";"0+";"3";"нет";
"528";"Василиса Прекрасная";"1";"170804898";"анимационный";"широкоэкранный";"";"nested data";"1977";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"529";"Ваше здоровье";"1";"170804899";"анимационный";"широкоэкранный";"";"nested data";"1965";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"530";"В гостях у гномов";"1";"170804900";"анимационный";"широкоэкранный";"кукольный";"nested data";"1975";"nested data";"nested data";"цветной";"0+";"3";"нет";
"531";"В гостях у лета";"1";"170804902";"анимационный";"широкоэкранный";"";"nested data";"1972";"nested data";"nested data";"цветной";"0+";"2";"нет";
"532";"Великан-эгоист";"1";"170804903";"анимационный";"широкоэкранный";"";"nested data";"1982";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"533";"Великие холода";"1";"170804904";"анимационный";"широкоэкранный";"кукольный";"nested data";"1969";"nested data";"nested data";"цветной";"0+";"3";"нет";
"534";"Великое закрытие";"1";"170804905";"анимационный";"широкоэкранный";"";"nested data";"1985";"nested data";"nested data";"цветной";"0+";"1, 2, 3";"нет";
"535";"Верните Рекса";"1";"170804906";"анимационный";"широкоэкранный";"";"nested data";"1975";"nested data";"nested data";"цветной";"12+";"2";"нет";
"536";"Верное средство";"1";"170804907";"анимационный";"широкоэкранный";"";"nested data";"1983";"nested data";"nested data";"цветной";"0+";"3";"нет";
"537";"Вершки и корешки";"1";"170804908";"анимационный";"широкоэкранный";"";"nested data";"1974";"nested data";"nested data";"цветной";"0+";"3";"нет";
"538";"Веселая карусель, №1";"1";"170804910";"анимационный";"широкоэкранный";"";"nested data";"1969";"nested data";"nested data";"цветной";"0+";"2";"нет";
"539";"Веселая карусель, №2";"1";"170804911";"анимационный";"широкоэкранный";"";"nested data";"1970";"nested data";"nested data";"цветной";"0+";"2";"нет";
"540";"Веселая карусель, №3";"1";"170804912";"анимационный";"широкоэкранный";"";"nested data";"1972";"nested data";"nested data";"цветной";"0+";"2";"нет";
"541";"Веселая карусель, №4";"1";"170804913";"анимационный";"широкоэкранный";"";"nested data";"1973";"nested data";"nested data";"цветной";"0+";"2";"нет";
"542";"Веселая карусель, №5";"1";"170804914";"анимационный";"широкоэкранный";"";"nested data";"1974";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"543";"Веселая карусель, №6";"1";"170804915";"анимационный";"широкоэкранный";"";"nested data";"1974";"nested data";"nested data";"цветной";"0+";"2";"нет";
"544";"Веселая карусель, №7";"1";"170804916";"анимационный";"широкоэкранный";"";"nested data";"1975";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"545";"Веселая карусель, №8";"1";"170804918";"анимационный";"широкоэкранный";"";"nested data";"1976";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"546";"Веселая карусель, №9";"1";"170804919";"анимационный";"широкоэкранный";"";"nested data";"1977";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"547";"Веселая карусель, №10";"1";"170804920";"анимационный";"широкоэкранный";"";"nested data";"1979";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"548";"Веселая карусель, №11";"1";"170804921";"анимационный";"широкоэкранный";"";"nested data";"1981";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"549";"Веселая карусель, №12";"1";"170804922";"анимационный";"широкоэкранный";"";"nested data";"1982";"nested data";"nested data";"цветной";"0+";"1, 3";"нет";
"550";"Веселая карусель, №13";"1";"170804923";"анимационный";"широкоэкранный";"";"nested data";"1983";"nested data";"nested data";"цветной";"0+";"1, 2, 3";"нет";
"551";"Веселая карусель, №14";"1";"170804924";"анимационный";"широкоэкранный";"";"nested data";"1983";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"552";"Веселая карусель, №15";"1";"170804925";"анимационный";"широкоэкранный";"";"nested data";"1984";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"553";"Веселая карусель, №16";"1";"170804927";"анимационный";"широкоэкранный";"";"nested data";"1986";"nested data";"nested data";"цветной";"0+";"1, 2, 3";"нет";
"554";"Веселая карусель, №17";"1";"170804928";"анимационный";"широкоэкранный";"";"nested data";"1986";"nested data";"nested data";"цветной";"0+";"1, 2, 3";"нет";
"555";"Веселая карусель, №18";"1";"170804929";"анимационный";"широкоэкранный";"";"nested data";"1987";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"556";"Веселая карусель, №19";"1";"170804930";"анимационный";"широкоэкранный";"";"nested data";"1988";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"557";"Веселая карусель, №20";"1";"170804931";"анимационный";"широкоэкранный";"";"nested data";"1990";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"558";"Веселая карусель, №22";"1";"170804932";"анимационный";"широкоэкранный";"";"nested data";"1990";"nested data";"nested data";"цветной";"0+";"2";"нет";
"559";"Ветерок";"1";"170804933";"анимационный";"широкоэкранный";"";"nested data";"1972";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"560";"Винни-Пух и день забот";"1";"170804934";"анимационный";"широкоэкранный";"";"nested data";"1972";"nested data";"nested data";"цветной";"0+";"3";"нет";
"561";"Винни-Пух идет в гости";"1";"170804936";"анимационный";"широкоэкранный";"";"nested data";"1971";"nested data";"nested data";"цветной";"0+";"3";"нет";
"562";"Витамин роста";"1";"170804937";"анимационный";"широкоэкранный";"";"nested data";"1988";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"563";"Влюбчивая ворона";"1";"170804938";"анимационный";"широкоэкранный";"кукольный";"nested data";"1988";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"564";"В мире басен";"1";"170804939";"анимационный";"широкоэкранный";"";"nested data";"1973";"nested data";"nested data";"цветной";"12+";"2";"нет";
"565";"Внимание! Волки!";"1";"170804940";"анимационный";"широкоэкранный";"";"nested data";"1970";"nested data";"nested data";"цветной";"12+";"2, 3";"нет";
"566";"Вовка в тридевятом царстве";"1";"170804941";"анимационный";"широкоэкранный";"";"nested data";"1965";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"567";"Возвращение";"1";"170804942";"анимационный";"широкоэкранный";"";"nested data";"1981";"nested data";"nested data";"цветной";"0+";"2";"нет";
"568";"Возвращение блудного попугая, Выпуск 1";"1";"170804944";"анимационный";"широкоэкранный";"";"nested data";"1984";"nested data";"nested data";"цветной";"0+";"1, 2, 3";"нет";
"569";"Возвращение блудного попугая, Выпуск 2";"1";"170804945";"анимационный";"широкоэкранный";"";"nested data";"1987";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"570";"Возвращение блудного попугая, Выпуск 3";"1";"170804946";"анимационный";"широкоэкранный";"";"nested data";"1989";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"571";"Возвращение с Олимпа";"1";"170804947";"анимационный";"широкоэкранный";"";"nested data";"1969";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
"572";"Волк и теленок";"1";"170804948";"анимационный";"широкоэкранный";"кукольный";"nested data";"1984";"nested data";"nested data";"цветной";"0+";"3";"нет";
"573";"Волчище – серый хвостище";"1";"170804949";"анимационный";"широкоэкранный";"";"nested data";"1983";"nested data";"nested data";"цветной";"0+";"2, 3";"нет";
